May 24, 2023   19:12:02
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt1\mix_8\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, -5.836e-13
0.001, -7.553e-13
0.002, -7.561e-13
0.003, -7.025e-13
0.004, -6.828e-13
0.005, -7.301e-13
0.006, -8.640e-13
0.007, -9.325e-13
0.008, -7.947e-13
0.009, -8.443e-13
0.010, -8.364e-13
0.011, -9.404e-13
0.012, -9.349e-13
0.013, -9.404e-13
0.014, -1.015e-12
0.015, -1.055e-12
0.016, -1.020e-12
0.017, -1.086e-12
0.018, -1.154e-12
0.019, -1.185e-12
0.020, -1.297e-12
0.021, -1.232e-12
0.022, -1.259e-12
0.023, -1.348e-12
0.024, -1.455e-12
0.025, -1.395e-12
0.026, -1.602e-12
0.027, -1.635e-12
0.028, -1.578e-12
0.029, -1.611e-12
0.030, -1.650e-12
0.031, -1.662e-12
0.032, -1.693e-12
0.033, -1.758e-12
0.034, -1.822e-12
0.035, -1.890e-12
0.036, -1.975e-12
0.037, -2.035e-12
0.038, -2.058e-12
0.039, -2.037e-12
0.040, -2.160e-12
0.041, -2.130e-12
0.042, -2.354e-12
0.043, -2.363e-12
0.044, -2.212e-12
0.045, -2.225e-12
0.046, -2.453e-12
0.047, -2.496e-12
0.048, -2.675e-12
0.049, -2.642e-12
0.050, -2.631e-12
0.051, -2.712e-12
0.052, -2.712e-12
0.053, -2.758e-12
0.054, -2.812e-12
0.055, -2.896e-12
0.056, -2.869e-12
0.057, -2.868e-12
0.058, -2.967e-12
0.059, -2.990e-12
0.060, -3.012e-12
0.061, -3.058e-12
0.062, -3.220e-12
0.063, -3.337e-12
0.064, -3.332e-12
0.065, -3.230e-12
0.066, -3.291e-12
0.067, -3.412e-12
0.068, -3.644e-12
0.069, -3.487e-12
0.070, -3.480e-12
0.071, -3.649e-12
0.072, -3.673e-12
0.073, -3.750e-12
0.074, -3.773e-12
0.075, -3.906e-12
0.076, -3.888e-12
0.077, -3.868e-12
0.078, -3.984e-12
0.079, -4.075e-12
0.080, -4.116e-12
0.081, -4.177e-12
0.082, -4.206e-12
0.083, -4.234e-12
0.084, -4.332e-12
0.085, -4.411e-12
0.086, -4.360e-12
0.087, -4.565e-12
0.088, -4.614e-12
0.089, -4.581e-12
0.090, -4.570e-12
0.091, -4.641e-12
0.092, -4.713e-12
0.093, -4.936e-12
0.094, -4.869e-12
0.095, -4.948e-12
0.096, -4.878e-12
0.097, -4.986e-12
0.098, -5.067e-12
0.099, -5.101e-12
0.100, -5.054e-12
0.101, -5.163e-12
0.102, -5.289e-12
0.103, -5.288e-12
0.104, -5.299e-12
0.105, -5.382e-12
0.106, -5.460e-12
0.107, -5.550e-12
0.108, -5.660e-12
0.109, -5.666e-12
0.110, -5.638e-12
0.111, -5.690e-12
0.112, -5.736e-12
