May 24, 2023   21:04:21
Amperometric i-t Curve
File: c:/users/mapence2/desktop/data/2023_05_24\expt2\mix_2\it_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CA
Note: 

Init E (V) = 0.7
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, -3.946e-10
2.000e-1, -3.899e-10
3.000e-1, -3.857e-10
4.000e-1, -3.818e-10
5.000e-1, -3.782e-10
6.000e-1, -3.749e-10
7.000e-1, -3.717e-10
8.000e-1, -3.688e-10
9.000e-1, -3.661e-10
1.000e+0, -3.634e-10
1.100e+0, -3.611e-10
1.200e+0, -3.588e-10
1.300e+0, -3.566e-10
1.400e+0, -3.545e-10
1.500e+0, -3.525e-10
1.600e+0, -3.506e-10
1.700e+0, -3.489e-10
1.800e+0, -3.471e-10
1.900e+0, -3.454e-10
2.000e+0, -3.438e-10
2.100e+0, -3.424e-10
2.200e+0, -3.410e-10
2.300e+0, -3.397e-10
2.400e+0, -3.384e-10
2.500e+0, -3.372e-10
2.600e+0, -3.361e-10
2.700e+0, -3.349e-10
2.800e+0, -3.336e-10
2.900e+0, -3.323e-10
3.000e+0, -3.311e-10
3.100e+0, -3.301e-10
3.200e+0, -3.291e-10
3.300e+0, -3.283e-10
3.400e+0, -3.275e-10
3.500e+0, -3.267e-10
3.600e+0, -3.258e-10
3.700e+0, -3.250e-10
3.800e+0, -3.241e-10
3.900e+0, -3.234e-10
4.000e+0, -3.226e-10
4.100e+0, -3.219e-10
4.200e+0, -3.211e-10
4.300e+0, -3.204e-10
4.400e+0, -3.197e-10
4.500e+0, -3.191e-10
4.600e+0, -3.185e-10
4.700e+0, -3.179e-10
4.800e+0, -3.173e-10
4.900e+0, -3.168e-10
5.000e+0, -3.161e-10
5.100e+0, -3.155e-10
5.200e+0, -3.150e-10
5.300e+0, -3.144e-10
5.400e+0, -3.139e-10
5.500e+0, -3.134e-10
5.600e+0, -3.128e-10
5.700e+0, -3.123e-10
5.800e+0, -3.118e-10
5.900e+0, -3.113e-10
6.000e+0, -3.108e-10
6.100e+0, -3.103e-10
6.200e+0, -3.097e-10
6.300e+0, -3.093e-10
6.400e+0, -3.088e-10
6.500e+0, -3.083e-10
6.600e+0, -3.079e-10
6.700e+0, -3.074e-10
6.800e+0, -3.070e-10
6.900e+0, -3.066e-10
7.000e+0, -3.061e-10
7.100e+0, -3.057e-10
7.200e+0, -3.053e-10
7.300e+0, -3.049e-10
7.400e+0, -3.045e-10
7.500e+0, -3.041e-10
7.600e+0, -3.037e-10
7.700e+0, -3.033e-10
7.800e+0, -3.030e-10
7.900e+0, -3.026e-10
8.000e+0, -3.023e-10
8.100e+0, -3.020e-10
8.200e+0, -3.018e-10
8.300e+0, -3.014e-10
8.400e+0, -3.013e-10
8.500e+0, -3.012e-10
8.600e+0, -3.011e-10
8.700e+0, -3.009e-10
8.800e+0, -3.008e-10
8.900e+0, -3.008e-10
9.000e+0, -3.007e-10
9.100e+0, -3.004e-10
9.200e+0, -3.002e-10
9.300e+0, -3.000e-10
9.400e+0, -2.998e-10
9.500e+0, -2.996e-10
9.600e+0, -2.993e-10
9.700e+0, -2.990e-10
9.800e+0, -2.987e-10
9.900e+0, -2.984e-10
1.000e+1, -2.982e-10
1.010e+1, -2.979e-10
1.020e+1, -2.977e-10
1.030e+1, -2.975e-10
1.040e+1, -2.972e-10
1.050e+1, -2.969e-10
1.060e+1, -2.966e-10
1.070e+1, -2.964e-10
1.080e+1, -2.960e-10
1.090e+1, -2.958e-10
1.100e+1, -2.957e-10
1.110e+1, -2.954e-10
1.120e+1, -2.950e-10
1.130e+1, -2.947e-10
1.140e+1, -2.944e-10
1.150e+1, -2.943e-10
1.160e+1, -2.941e-10
1.170e+1, -2.939e-10
1.180e+1, -2.936e-10
1.190e+1, -2.935e-10
1.200e+1, -2.931e-10
1.210e+1, -2.929e-10
1.220e+1, -2.926e-10
1.230e+1, -2.923e-10
1.240e+1, -2.922e-10
1.250e+1, -2.921e-10
1.260e+1, -2.919e-10
1.270e+1, -2.915e-10
1.280e+1, -2.912e-10
1.290e+1, -2.915e-10
1.300e+1, -2.911e-10
1.310e+1, -2.906e-10
1.320e+1, -2.906e-10
1.330e+1, -2.902e-10
1.340e+1, -2.897e-10
1.350e+1, -2.893e-10
1.360e+1, -2.893e-10
1.370e+1, -2.892e-10
1.380e+1, -2.888e-10
1.390e+1, -2.886e-10
1.400e+1, -2.885e-10
1.410e+1, -2.883e-10
1.420e+1, -2.880e-10
1.430e+1, -2.878e-10
1.440e+1, -2.875e-10
1.450e+1, -2.873e-10
1.460e+1, -2.870e-10
1.470e+1, -2.868e-10
1.480e+1, -2.867e-10
1.490e+1, -2.865e-10
1.500e+1, -2.864e-10
1.510e+1, -2.862e-10
1.520e+1, -2.861e-10
1.530e+1, -2.859e-10
1.540e+1, -2.859e-10
1.550e+1, -2.859e-10
1.560e+1, -2.861e-10
1.570e+1, -2.863e-10
1.580e+1, -2.866e-10
1.590e+1, -2.869e-10
1.600e+1, -2.873e-10
1.610e+1, -2.876e-10
1.620e+1, -2.883e-10
1.630e+1, -2.890e-10
1.640e+1, -2.890e-10
1.650e+1, -2.890e-10
1.660e+1, -2.890e-10
1.670e+1, -2.889e-10
1.680e+1, -2.888e-10
1.690e+1, -2.887e-10
1.700e+1, -2.886e-10
1.710e+1, -2.885e-10
1.720e+1, -2.884e-10
1.730e+1, -2.883e-10
1.740e+1, -2.882e-10
1.750e+1, -2.881e-10
1.760e+1, -2.879e-10
1.770e+1, -2.879e-10
1.780e+1, -2.877e-10
1.790e+1, -2.875e-10
1.800e+1, -2.873e-10
1.810e+1, -2.871e-10
1.820e+1, -2.869e-10
1.830e+1, -2.868e-10
1.840e+1, -2.867e-10
1.850e+1, -2.864e-10
1.860e+1, -2.864e-10
1.870e+1, -2.863e-10
1.880e+1, -2.861e-10
1.890e+1, -2.859e-10
1.900e+1, -2.857e-10
1.910e+1, -2.857e-10
1.920e+1, -2.861e-10
1.930e+1, -2.866e-10
1.940e+1, -2.864e-10
1.950e+1, -2.860e-10
1.960e+1, -2.856e-10
1.970e+1, -2.854e-10
1.980e+1, -2.853e-10
1.990e+1, -2.852e-10
2.000e+1, -2.855e-10
2.010e+1, -2.858e-10
2.020e+1, -2.854e-10
2.030e+1, -2.851e-10
2.040e+1, -2.849e-10
2.050e+1, -2.848e-10
2.060e+1, -2.848e-10
2.070e+1, -2.846e-10
2.080e+1, -2.844e-10
2.090e+1, -2.843e-10
2.100e+1, -2.842e-10
2.110e+1, -2.840e-10
2.120e+1, -2.845e-10
2.130e+1, -2.842e-10
2.140e+1, -2.839e-10
2.150e+1, -2.838e-10
2.160e+1, -2.839e-10
2.170e+1, -2.834e-10
2.180e+1, -2.833e-10
2.190e+1, -2.832e-10
2.200e+1, -2.833e-10
2.210e+1, -2.836e-10
2.220e+1, -2.833e-10
2.230e+1, -2.830e-10
2.240e+1, -2.829e-10
2.250e+1, -2.829e-10
2.260e+1, -2.829e-10
2.270e+1, -2.826e-10
2.280e+1, -2.825e-10
2.290e+1, -2.827e-10
2.300e+1, -2.827e-10
2.310e+1, -2.827e-10
2.320e+1, -2.827e-10
2.330e+1, -2.826e-10
2.340e+1, -2.824e-10
2.350e+1, -2.823e-10
2.360e+1, -2.819e-10
2.370e+1, -2.819e-10
2.380e+1, -2.821e-10
2.390e+1, -2.818e-10
2.400e+1, -2.817e-10
2.410e+1, -2.820e-10
2.420e+1, -2.820e-10
2.430e+1, -2.816e-10
2.440e+1, -2.812e-10
2.450e+1, -2.812e-10
2.460e+1, -2.811e-10
2.470e+1, -2.812e-10
2.480e+1, -2.812e-10
2.490e+1, -2.810e-10
2.500e+1, -2.808e-10
2.510e+1, -2.806e-10
2.520e+1, -2.804e-10
2.530e+1, -2.805e-10
2.540e+1, -2.807e-10
2.550e+1, -2.808e-10
2.560e+1, -2.809e-10
2.570e+1, -2.808e-10
2.580e+1, -2.812e-10
2.590e+1, -2.812e-10
2.600e+1, -2.810e-10
2.610e+1, -2.809e-10
2.620e+1, -2.808e-10
2.630e+1, -2.806e-10
2.640e+1, -2.805e-10
2.650e+1, -2.803e-10
2.660e+1, -2.801e-10
2.670e+1, -2.797e-10
2.680e+1, -2.796e-10
2.690e+1, -2.794e-10
2.700e+1, -2.792e-10
2.710e+1, -2.791e-10
2.720e+1, -2.790e-10
2.730e+1, -2.790e-10
2.740e+1, -2.790e-10
2.750e+1, -2.790e-10
2.760e+1, -2.791e-10
2.770e+1, -2.792e-10
2.780e+1, -2.792e-10
2.790e+1, -2.793e-10
2.800e+1, -2.795e-10
2.810e+1, -2.797e-10
2.820e+1, -2.798e-10
2.830e+1, -2.799e-10
2.840e+1, -2.803e-10
2.850e+1, -2.805e-10
2.860e+1, -2.805e-10
2.870e+1, -2.805e-10
2.880e+1, -2.805e-10
2.890e+1, -2.806e-10
2.900e+1, -2.806e-10
2.910e+1, -2.805e-10
2.920e+1, -2.805e-10
2.930e+1, -2.805e-10
2.940e+1, -2.804e-10
2.950e+1, -2.803e-10
2.960e+1, -2.803e-10
2.970e+1, -2.805e-10
2.980e+1, -2.804e-10
2.990e+1, -2.804e-10
3.000e+1, -2.803e-10
