May 24, 2023   22:34:25
Amperometric i-t Curve
File: c:/users/mapence2/desktop/data/2023_05_24\expt2\mix_6\it_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CA
Note: 

Init E (V) = 0.7
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, -3.685e-10
2.000e-1, -3.635e-10
3.000e-1, -3.595e-10
4.000e-1, -3.555e-10
5.000e-1, -3.519e-10
6.000e-1, -3.486e-10
7.000e-1, -3.454e-10
8.000e-1, -3.426e-10
9.000e-1, -3.397e-10
1.000e+0, -3.372e-10
1.100e+0, -3.350e-10
1.200e+0, -3.327e-10
1.300e+0, -3.307e-10
1.400e+0, -3.290e-10
1.500e+0, -3.274e-10
1.600e+0, -3.259e-10
1.700e+0, -3.245e-10
1.800e+0, -3.231e-10
1.900e+0, -3.218e-10
2.000e+0, -3.206e-10
2.100e+0, -3.195e-10
2.200e+0, -3.184e-10
2.300e+0, -3.175e-10
2.400e+0, -3.158e-10
2.500e+0, -3.145e-10
2.600e+0, -3.130e-10
2.700e+0, -3.116e-10
2.800e+0, -3.100e-10
2.900e+0, -3.082e-10
3.000e+0, -3.068e-10
3.100e+0, -3.055e-10
3.200e+0, -3.045e-10
3.300e+0, -3.034e-10
3.400e+0, -3.024e-10
3.500e+0, -3.014e-10
3.600e+0, -3.008e-10
3.700e+0, -3.002e-10
3.800e+0, -2.996e-10
3.900e+0, -2.991e-10
4.000e+0, -2.988e-10
4.100e+0, -2.984e-10
4.200e+0, -2.980e-10
4.300e+0, -2.977e-10
4.400e+0, -2.975e-10
4.500e+0, -2.973e-10
4.600e+0, -2.969e-10
4.700e+0, -2.965e-10
4.800e+0, -2.962e-10
4.900e+0, -2.957e-10
5.000e+0, -2.953e-10
5.100e+0, -2.949e-10
5.200e+0, -2.945e-10
5.300e+0, -2.941e-10
5.400e+0, -2.935e-10
5.500e+0, -2.931e-10
5.600e+0, -2.925e-10
5.700e+0, -2.920e-10
5.800e+0, -2.915e-10
5.900e+0, -2.910e-10
6.000e+0, -2.905e-10
6.100e+0, -2.900e-10
6.200e+0, -2.894e-10
6.300e+0, -2.888e-10
6.400e+0, -2.883e-10
6.500e+0, -2.877e-10
6.600e+0, -2.872e-10
6.700e+0, -2.867e-10
6.800e+0, -2.861e-10
6.900e+0, -2.857e-10
7.000e+0, -2.851e-10
7.100e+0, -2.846e-10
7.200e+0, -2.841e-10
7.300e+0, -2.836e-10
7.400e+0, -2.830e-10
7.500e+0, -2.825e-10
7.600e+0, -2.820e-10
7.700e+0, -2.815e-10
7.800e+0, -2.810e-10
7.900e+0, -2.805e-10
8.000e+0, -2.802e-10
8.100e+0, -2.798e-10
8.200e+0, -2.793e-10
8.300e+0, -2.788e-10
8.400e+0, -2.784e-10
8.500e+0, -2.779e-10
8.600e+0, -2.775e-10
8.700e+0, -2.771e-10
8.800e+0, -2.767e-10
8.900e+0, -2.763e-10
9.000e+0, -2.759e-10
9.100e+0, -2.755e-10
9.200e+0, -2.751e-10
9.300e+0, -2.747e-10
9.400e+0, -2.743e-10
9.500e+0, -2.739e-10
9.600e+0, -2.735e-10
9.700e+0, -2.732e-10
9.800e+0, -2.728e-10
9.900e+0, -2.724e-10
1.000e+1, -2.719e-10
1.010e+1, -2.714e-10
1.020e+1, -2.711e-10
1.030e+1, -2.707e-10
1.040e+1, -2.703e-10
1.050e+1, -2.700e-10
1.060e+1, -2.697e-10
1.070e+1, -2.693e-10
1.080e+1, -2.689e-10
1.090e+1, -2.686e-10
1.100e+1, -2.682e-10
1.110e+1, -2.679e-10
1.120e+1, -2.676e-10
1.130e+1, -2.673e-10
1.140e+1, -2.669e-10
1.150e+1, -2.666e-10
1.160e+1, -2.663e-10
1.170e+1, -2.660e-10
1.180e+1, -2.657e-10
1.190e+1, -2.655e-10
1.200e+1, -2.652e-10
1.210e+1, -2.649e-10
1.220e+1, -2.647e-10
1.230e+1, -2.644e-10
1.240e+1, -2.641e-10
1.250e+1, -2.638e-10
1.260e+1, -2.634e-10
1.270e+1, -2.632e-10
1.280e+1, -2.629e-10
1.290e+1, -2.627e-10
1.300e+1, -2.626e-10
1.310e+1, -2.624e-10
1.320e+1, -2.622e-10
1.330e+1, -2.619e-10
1.340e+1, -2.615e-10
1.350e+1, -2.612e-10
1.360e+1, -2.608e-10
1.370e+1, -2.605e-10
1.380e+1, -2.602e-10
1.390e+1, -2.600e-10
1.400e+1, -2.598e-10
1.410e+1, -2.596e-10
1.420e+1, -2.592e-10
1.430e+1, -2.590e-10
1.440e+1, -2.587e-10
1.450e+1, -2.585e-10
1.460e+1, -2.583e-10
1.470e+1, -2.580e-10
1.480e+1, -2.578e-10
1.490e+1, -2.576e-10
1.500e+1, -2.574e-10
1.510e+1, -2.572e-10
1.520e+1, -2.571e-10
1.530e+1, -2.569e-10
1.540e+1, -2.567e-10
1.550e+1, -2.566e-10
1.560e+1, -2.564e-10
1.570e+1, -2.562e-10
1.580e+1, -2.561e-10
1.590e+1, -2.560e-10
1.600e+1, -2.558e-10
1.610e+1, -2.557e-10
1.620e+1, -2.555e-10
1.630e+1, -2.554e-10
1.640e+1, -2.553e-10
1.650e+1, -2.552e-10
1.660e+1, -2.552e-10
1.670e+1, -2.551e-10
1.680e+1, -2.549e-10
1.690e+1, -2.548e-10
1.700e+1, -2.547e-10
1.710e+1, -2.545e-10
1.720e+1, -2.544e-10
1.730e+1, -2.543e-10
1.740e+1, -2.541e-10
1.750e+1, -2.539e-10
1.760e+1, -2.538e-10
1.770e+1, -2.537e-10
1.780e+1, -2.536e-10
1.790e+1, -2.535e-10
1.800e+1, -2.534e-10
1.810e+1, -2.532e-10
1.820e+1, -2.531e-10
1.830e+1, -2.530e-10
1.840e+1, -2.528e-10
1.850e+1, -2.528e-10
1.860e+1, -2.527e-10
1.870e+1, -2.525e-10
1.880e+1, -2.524e-10
1.890e+1, -2.523e-10
1.900e+1, -2.522e-10
1.910e+1, -2.522e-10
1.920e+1, -2.521e-10
1.930e+1, -2.521e-10
1.940e+1, -2.519e-10
1.950e+1, -2.518e-10
1.960e+1, -2.517e-10
1.970e+1, -2.517e-10
1.980e+1, -2.516e-10
1.990e+1, -2.513e-10
2.000e+1, -2.512e-10
2.010e+1, -2.513e-10
2.020e+1, -2.512e-10
2.030e+1, -2.510e-10
2.040e+1, -2.509e-10
2.050e+1, -2.508e-10
2.060e+1, -2.507e-10
2.070e+1, -2.506e-10
2.080e+1, -2.505e-10
2.090e+1, -2.506e-10
2.100e+1, -2.504e-10
2.110e+1, -2.504e-10
2.120e+1, -2.503e-10
2.130e+1, -2.501e-10
2.140e+1, -2.503e-10
2.150e+1, -2.505e-10
2.160e+1, -2.507e-10
2.170e+1, -2.505e-10
2.180e+1, -2.502e-10
2.190e+1, -2.500e-10
2.200e+1, -2.497e-10
2.210e+1, -2.497e-10
2.220e+1, -2.498e-10
2.230e+1, -2.497e-10
2.240e+1, -2.495e-10
2.250e+1, -2.492e-10
2.260e+1, -2.492e-10
2.270e+1, -2.492e-10
2.280e+1, -2.490e-10
2.290e+1, -2.490e-10
2.300e+1, -2.490e-10
2.310e+1, -2.489e-10
2.320e+1, -2.489e-10
2.330e+1, -2.489e-10
2.340e+1, -2.489e-10
2.350e+1, -2.490e-10
2.360e+1, -2.491e-10
2.370e+1, -2.491e-10
2.380e+1, -2.490e-10
2.390e+1, -2.491e-10
2.400e+1, -2.493e-10
2.410e+1, -2.494e-10
2.420e+1, -2.496e-10
2.430e+1, -2.498e-10
2.440e+1, -2.501e-10
2.450e+1, -2.506e-10
2.460e+1, -2.510e-10
2.470e+1, -2.514e-10
2.480e+1, -2.517e-10
2.490e+1, -2.520e-10
2.500e+1, -2.524e-10
2.510e+1, -2.527e-10
2.520e+1, -2.530e-10
2.530e+1, -2.530e-10
2.540e+1, -2.533e-10
2.550e+1, -2.530e-10
2.560e+1, -2.529e-10
2.570e+1, -2.527e-10
2.580e+1, -2.523e-10
2.590e+1, -2.522e-10
2.600e+1, -2.519e-10
2.610e+1, -2.517e-10
2.620e+1, -2.513e-10
2.630e+1, -2.512e-10
2.640e+1, -2.510e-10
2.650e+1, -2.509e-10
2.660e+1, -2.507e-10
2.670e+1, -2.506e-10
2.680e+1, -2.506e-10
2.690e+1, -2.506e-10
2.700e+1, -2.506e-10
2.710e+1, -2.507e-10
2.720e+1, -2.507e-10
2.730e+1, -2.507e-10
2.740e+1, -2.507e-10
2.750e+1, -2.507e-10
2.760e+1, -2.506e-10
2.770e+1, -2.505e-10
2.780e+1, -2.505e-10
2.790e+1, -2.505e-10
2.800e+1, -2.504e-10
2.810e+1, -2.502e-10
2.820e+1, -2.501e-10
2.830e+1, -2.500e-10
2.840e+1, -2.499e-10
2.850e+1, -2.498e-10
2.860e+1, -2.497e-10
2.870e+1, -2.495e-10
2.880e+1, -2.494e-10
2.890e+1, -2.494e-10
2.900e+1, -2.493e-10
2.910e+1, -2.492e-10
2.920e+1, -2.492e-10
2.930e+1, -2.493e-10
2.940e+1, -2.492e-10
2.950e+1, -2.494e-10
2.960e+1, -2.495e-10
2.970e+1, -2.495e-10
2.980e+1, -2.494e-10
2.990e+1, -2.494e-10
3.000e+1, -2.495e-10
