May 24, 2023   20:41:08
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt2\mix_1\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, 5.182e-12
0.001, 4.059e-12
0.002, 3.380e-12
0.003, 2.827e-12
0.004, 2.316e-12
0.005, 1.956e-12
0.006, 1.650e-12
0.007, 1.445e-12
0.008, 1.172e-12
0.009, 1.023e-12
0.010, 8.774e-13
0.011, 6.899e-13
0.012, 5.056e-13
0.013, 4.229e-13
0.014, 2.284e-13
0.015, 4.410e-14
0.016, -1.811e-14
0.017, -4.804e-14
0.018, -2.796e-13
0.019, -3.654e-13
0.020, -4.647e-13
0.021, -5.805e-13
0.022, -7.758e-13
0.023, -9.435e-13
0.024, -1.003e-12
0.025, -1.018e-12
0.026, -1.134e-12
0.027, -1.331e-12
0.028, -1.470e-12
0.029, -1.354e-12
0.030, -1.370e-12
0.031, -1.517e-12
0.032, -1.856e-12
0.033, -1.897e-12
0.034, -1.818e-12
0.035, -1.890e-12
0.036, -1.994e-12
0.037, -1.908e-12
0.038, -1.850e-12
0.039, -1.848e-12
0.040, -1.850e-12
0.041, -1.915e-12
0.042, -1.987e-12
0.043, -1.992e-12
0.044, -2.099e-12
0.045, -2.284e-12
0.046, -2.379e-12
0.047, -2.334e-12
0.048, -2.291e-12
0.049, -2.234e-12
0.050, -2.289e-12
0.051, -2.404e-12
0.052, -2.488e-12
0.053, -2.557e-12
0.054, -2.547e-12
0.055, -2.543e-12
0.056, -2.618e-12
0.057, -2.697e-12
0.058, -2.683e-12
0.059, -2.738e-12
0.060, -2.781e-12
0.061, -2.852e-12
0.062, -2.901e-12
0.063, -3.005e-12
0.064, -2.933e-12
0.065, -3.094e-12
0.066, -3.307e-12
0.067, -3.206e-12
0.068, -3.104e-12
