May 24, 2023   22:56:27
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt2\mix_7\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, 4.013e-12
0.001, 3.059e-12
0.002, 2.516e-12
0.003, 2.126e-12
0.004, 1.863e-12
0.005, 1.611e-12
0.006, 1.475e-12
0.007, 1.305e-12
0.008, 1.075e-12
0.009, 8.915e-13
0.010, 7.923e-13
0.011, 6.883e-13
0.012, 6.309e-13
0.013, 5.489e-13
0.014, 5.048e-13
0.015, 4.064e-13
0.016, 3.079e-13
0.017, 2.237e-13
0.018, 1.237e-13
0.019, 4.804e-14
0.020, -5.119e-14
0.021, -1.095e-13
0.022, -1.197e-13
0.023, -2.095e-13
0.024, -2.631e-13
0.025, -3.552e-13
0.026, -4.481e-13
0.027, -4.363e-13
0.028, -4.607e-13
0.029, -5.450e-13
0.030, -6.238e-13
0.031, -6.395e-13
0.032, -7.214e-13
0.033, -7.262e-13
0.034, -7.120e-13
0.035, -8.049e-13
0.036, -9.971e-13
0.037, -1.029e-12
0.038, -1.010e-12
0.039, -1.109e-12
0.040, -1.081e-12
0.041, -1.008e-12
0.042, -1.100e-12
0.043, -1.129e-12
0.044, -1.276e-12
0.045, -1.371e-12
0.046, -1.267e-12
0.047, -1.250e-12
0.048, -1.283e-12
0.049, -1.362e-12
0.050, -1.426e-12
0.051, -1.440e-12
0.052, -1.452e-12
0.053, -1.631e-12
0.054, -1.593e-12
0.055, -1.585e-12
0.056, -1.642e-12
0.057, -1.890e-12
0.058, -2.001e-12
0.059, -1.897e-12
0.060, -1.861e-12
0.061, -1.859e-12
0.062, -1.904e-12
0.063, -2.040e-12
0.064, -2.033e-12
0.065, -2.041e-12
0.066, -2.099e-12
0.067, -2.083e-12
0.068, -2.073e-12
0.069, -2.126e-12
0.070, -2.252e-12
0.071, -2.272e-12
0.072, -2.306e-12
0.073, -2.344e-12
0.074, -2.368e-12
0.075, -2.386e-12
0.076, -2.424e-12
0.077, -2.479e-12
0.078, -2.478e-12
0.079, -2.493e-12
0.080, -2.612e-12
0.081, -2.631e-12
0.082, -2.636e-12
0.083, -2.658e-12
0.084, -2.657e-12
0.085, -2.876e-12
0.086, -2.836e-12
0.087, -2.935e-12
0.088, -3.042e-12
0.089, -3.120e-12
0.090, -3.115e-12
0.091, -3.169e-12
0.092, -3.079e-12
0.093, -3.090e-12
0.094, -3.200e-12
0.095, -3.318e-12
0.096, -3.398e-12
0.097, -3.584e-12
0.098, -3.614e-12
0.099, -3.446e-12
0.100, -3.740e-12
0.101, -3.529e-12
0.102, -3.443e-12
0.103, -3.619e-12
0.104, -3.855e-12
0.105, -3.923e-12
0.106, -3.665e-12
0.107, -3.879e-12
0.108, -3.850e-12
0.109, -3.802e-12
0.110, -3.838e-12
0.111, -3.935e-12
0.112, -3.976e-12
0.113, -4.010e-12
0.114, -4.040e-12
0.115, -4.105e-12
0.116, -4.089e-12
0.117, -4.171e-12
0.118, -4.221e-12
0.119, -4.286e-12
0.120, -4.450e-12
0.121, -4.460e-12
0.122, -4.460e-12
0.123, -4.508e-12
0.124, -4.523e-12
0.125, -4.570e-12
0.126, -4.623e-12
0.127, -4.674e-12
0.128, -4.717e-12
0.129, -4.760e-12
0.130, -4.765e-12
0.131, -4.804e-12
0.132, -4.876e-12
0.133, -4.905e-12
0.134, -4.900e-12
0.135, -4.942e-12
0.136, -5.064e-12
0.137, -5.141e-12
0.138, -5.196e-12
0.139, -5.278e-12
0.140, -5.317e-12
0.141, -5.374e-12
0.142, -5.513e-12
0.143, -5.592e-12
0.144, -5.589e-12
0.145, -5.603e-12
0.146, -5.682e-12
0.147, -5.729e-12
0.148, -5.901e-12
0.149, -6.423e-12
0.150, -6.231e-12
0.151, -5.984e-12
0.152, -6.043e-12
0.153, -6.198e-12
0.154, -6.178e-12
0.155, -6.193e-12
0.156, -6.233e-12
0.157, -6.288e-12
0.158, -6.432e-12
0.159, -6.419e-12
0.160, -6.427e-12
0.161, -6.531e-12
0.162, -6.613e-12
0.163, -6.725e-12
0.164, -6.739e-12
0.165, -6.787e-12
0.166, -6.834e-12
0.167, -6.898e-12
0.168, -6.980e-12
0.169, -7.076e-12
0.170, -7.159e-12
0.171, -7.194e-12
0.172, -7.229e-12
0.173, -7.277e-12
0.174, -7.321e-12
0.175, -7.438e-12
0.176, -7.556e-12
0.177, -7.645e-12
0.178, -7.659e-12
0.179, -7.730e-12
0.180, -7.818e-12
0.181, -7.890e-12
0.182, -7.985e-12
0.183, -8.088e-12
0.184, -8.151e-12
0.185, -8.195e-12
0.186, -8.232e-12
0.187, -8.313e-12
0.188, -8.473e-12
0.189, -8.611e-12
0.190, -8.678e-12
0.191, -8.749e-12
0.192, -8.812e-12
0.193, -8.853e-12
0.194, -8.925e-12
0.195, -9.121e-12
0.196, -9.373e-12
0.197, -9.557e-12
0.198, -9.542e-12
0.199, -9.557e-12
0.200, -9.768e-12
0.201, -9.850e-12
0.202, -9.781e-12
0.203, -9.787e-12
0.204, -1.000e-11
0.205, -1.009e-11
0.206, -1.026e-11
0.207, -1.047e-11
0.208, -1.047e-11
0.209, -1.043e-11
0.210, -1.034e-11
0.211, -1.042e-11
0.212, -1.057e-11
0.213, -1.068e-11
0.214, -1.078e-11
0.215, -1.113e-11
0.216, -1.132e-11
0.217, -1.109e-11
0.218, -1.112e-11
0.219, -1.130e-11
0.220, -1.144e-11
0.221, -1.147e-11
0.222, -1.158e-11
0.223, -1.169e-11
0.224, -1.180e-11
0.225, -1.198e-11
0.226, -1.207e-11
0.227, -1.201e-11
0.228, -1.225e-11
0.229, -1.239e-11
0.230, -1.248e-11
0.231, -1.260e-11
0.232, -1.285e-11
0.233, -1.260e-11
0.234, -1.260e-11
0.235, -1.276e-11
0.236, -1.288e-11
0.237, -1.288e-11
0.238, -1.303e-11
0.239, -1.316e-11
0.240, -1.325e-11
0.241, -1.332e-11
0.242, -1.338e-11
0.243, -1.345e-11
0.244, -1.356e-11
0.245, -1.370e-11
0.246, -1.375e-11
0.247, -1.381e-11
0.248, -1.396e-11
0.249, -1.400e-11
0.250, -1.421e-11
0.251, -1.442e-11
0.252, -1.446e-11
0.253, -1.450e-11
0.254, -1.461e-11
0.255, -1.497e-11
0.256, -1.520e-11
0.257, -1.507e-11
0.258, -1.513e-11
0.259, -1.516e-11
0.260, -1.529e-11
0.261, -1.531e-11
0.262, -1.543e-11
0.263, -1.557e-11
0.264, -1.570e-11
0.265, -1.579e-11
0.266, -1.595e-11
0.267, -1.605e-11
0.268, -1.615e-11
0.269, -1.632e-11
0.270, -1.646e-11
0.271, -1.664e-11
0.272, -1.673e-11
0.273, -1.676e-11
0.274, -1.681e-11
0.275, -1.687e-11
0.276, -1.700e-11
0.277, -1.710e-11
0.278, -1.742e-11
0.279, -1.750e-11
0.280, -1.746e-11
0.281, -1.756e-11
0.282, -1.764e-11
0.283, -1.776e-11
0.284, -1.811e-11
0.285, -1.849e-11
0.286, -1.836e-11
0.287, -1.841e-11
0.288, -1.841e-11
0.289, -1.851e-11
0.290, -1.867e-11
0.291, -1.879e-11
0.292, -1.890e-11
0.293, -1.904e-11
0.294, -1.918e-11
0.295, -1.934e-11
0.296, -1.938e-11
0.297, -1.953e-11
0.298, -1.978e-11
0.299, -1.982e-11
0.300, -1.988e-11
0.301, -1.994e-11
0.302, -2.013e-11
0.303, -2.026e-11
0.304, -2.040e-11
0.305, -2.060e-11
0.306, -2.075e-11
0.307, -2.087e-11
0.308, -2.100e-11
0.309, -2.120e-11
0.310, -2.141e-11
0.311, -2.155e-11
0.312, -2.169e-11
0.313, -2.192e-11
0.314, -2.204e-11
0.315, -2.222e-11
0.316, -2.244e-11
0.317, -2.260e-11
0.318, -2.270e-11
0.319, -2.294e-11
0.320, -2.314e-11
0.321, -2.329e-11
0.322, -2.350e-11
0.323, -2.372e-11
0.324, -2.389e-11
0.325, -2.412e-11
0.326, -2.426e-11
0.327, -2.445e-11
0.328, -2.474e-11
0.329, -2.491e-11
0.330, -2.508e-11
0.331, -2.529e-11
0.332, -2.543e-11
0.333, -2.563e-11
0.334, -2.585e-11
0.335, -2.614e-11
0.336, -2.636e-11
0.337, -2.664e-11
0.338, -2.685e-11
0.339, -2.701e-11
0.340, -2.721e-11
0.341, -2.747e-11
0.342, -2.767e-11
0.343, -2.793e-11
0.344, -2.820e-11
0.345, -2.862e-11
0.346, -2.937e-11
0.347, -2.966e-11
0.348, -2.974e-11
0.349, -2.986e-11
0.350, -3.006e-11
0.351, -3.034e-11
0.352, -3.074e-11
0.353, -3.108e-11
0.354, -3.135e-11
0.355, -3.168e-11
0.356, -3.201e-11
0.357, -3.238e-11
0.358, -3.268e-11
0.359, -3.300e-11
0.360, -3.337e-11
0.361, -3.371e-11
0.362, -3.405e-11
0.363, -3.448e-11
0.364, -3.485e-11
0.365, -3.515e-11
0.366, -3.559e-11
0.367, -3.601e-11
0.368, -3.639e-11
0.369, -3.705e-11
0.370, -3.771e-11
0.371, -3.808e-11
0.372, -3.835e-11
0.373, -3.914e-11
0.374, -3.952e-11
0.375, -3.971e-11
0.376, -4.018e-11
0.377, -4.080e-11
0.378, -4.128e-11
0.379, -4.193e-11
0.380, -4.257e-11
0.381, -4.302e-11
0.382, -4.343e-11
0.383, -4.381e-11
0.384, -4.432e-11
0.385, -4.481e-11
0.386, -4.531e-11
0.387, -4.586e-11
0.388, -4.654e-11
0.389, -4.720e-11
0.390, -4.784e-11
0.391, -4.843e-11
0.392, -4.904e-11
0.393, -4.985e-11
0.394, -5.064e-11
0.395, -5.140e-11
0.396, -5.206e-11
0.397, -5.248e-11
0.398, -5.332e-11
0.399, -5.428e-11
0.400, -5.479e-11
0.401, -5.556e-11
0.402, -5.640e-11
0.403, -5.712e-11
0.404, -5.784e-11
0.405, -5.894e-11
0.406, -6.009e-11
0.407, -6.078e-11
0.408, -6.132e-11
0.409, -6.192e-11
0.410, -6.280e-11
0.411, -6.360e-11
0.412, -6.418e-11
0.413, -6.497e-11
0.414, -6.571e-11
0.415, -6.645e-11
0.416, -6.706e-11
0.417, -6.772e-11
0.418, -6.852e-11
0.419, -6.930e-11
0.420, -7.010e-11
0.421, -7.091e-11
0.422, -7.174e-11
0.423, -7.284e-11
0.424, -7.425e-11
0.425, -7.483e-11
0.426, -7.543e-11
0.427, -7.618e-11
0.428, -7.694e-11
0.429, -7.794e-11
0.430, -7.867e-11
0.431, -7.949e-11
0.432, -8.033e-11
0.433, -8.119e-11
0.434, -8.177e-11
0.435, -8.281e-11
0.436, -8.345e-11
0.437, -8.412e-11
0.438, -8.509e-11
0.439, -8.638e-11
0.440, -8.710e-11
0.441, -8.787e-11
0.442, -8.832e-11
0.443, -8.866e-11
0.444, -8.935e-11
0.445, -8.987e-11
0.446, -9.040e-11
0.447, -9.101e-11
0.448, -9.167e-11
0.449, -9.222e-11
0.450, -9.274e-11
0.451, -9.328e-11
0.452, -9.396e-11
0.453, -9.468e-11
0.454, -9.515e-11
0.455, -9.559e-11
0.456, -9.615e-11
0.457, -9.674e-11
0.458, -9.729e-11
0.459, -9.776e-11
0.460, -9.834e-11
0.461, -9.888e-11
0.462, -9.944e-11
0.463, -1.000e-10
0.464, -1.005e-10
0.465, -1.011e-10
0.466, -1.016e-10
0.467, -1.021e-10
0.468, -1.026e-10
0.469, -1.032e-10
0.470, -1.038e-10
0.471, -1.044e-10
0.472, -1.049e-10
0.473, -1.054e-10
0.474, -1.060e-10
0.475, -1.065e-10
0.476, -1.071e-10
0.477, -1.076e-10
0.478, -1.080e-10
0.479, -1.084e-10
0.480, -1.089e-10
0.481, -1.095e-10
0.482, -1.101e-10
0.483, -1.107e-10
0.484, -1.114e-10
0.485, -1.118e-10
0.486, -1.122e-10
0.487, -1.128e-10
0.488, -1.133e-10
0.489, -1.136e-10
0.490, -1.140e-10
0.491, -1.144e-10
0.492, -1.146e-10
0.493, -1.149e-10
0.494, -1.152e-10
0.495, -1.156e-10
0.496, -1.159e-10
0.497, -1.159e-10
0.498, -1.162e-10
0.499, -1.164e-10
0.500, -1.166e-10
0.501, -1.168e-10
0.502, -1.171e-10
0.503, -1.175e-10
0.504, -1.177e-10
0.505, -1.179e-10
0.506, -1.180e-10
0.507, -1.181e-10
0.508, -1.182e-10
0.509, -1.184e-10
0.510, -1.189e-10
0.511, -1.190e-10
0.512, -1.195e-10
0.513, -1.199e-10
0.514, -1.201e-10
0.515, -1.202e-10
0.516, -1.206e-10
0.517, -1.210e-10
0.518, -1.214e-10
0.519, -1.216e-10
0.520, -1.223e-10
0.521, -1.229e-10
0.522, -1.236e-10
0.523, -1.240e-10
0.524, -1.242e-10
0.525, -1.245e-10
0.526, -1.246e-10
0.527, -1.250e-10
0.528, -1.251e-10
0.529, -1.251e-10
0.530, -1.254e-10
0.531, -1.257e-10
0.532, -1.259e-10
0.533, -1.263e-10
0.534, -1.265e-10
0.535, -1.266e-10
0.536, -1.268e-10
0.537, -1.271e-10
0.538, -1.274e-10
0.539, -1.278e-10
0.540, -1.281e-10
0.541, -1.283e-10
0.542, -1.285e-10
0.543, -1.288e-10
0.544, -1.290e-10
0.545, -1.292e-10
0.546, -1.291e-10
0.547, -1.292e-10
0.548, -1.294e-10
0.549, -1.297e-10
0.550, -1.297e-10
0.551, -1.297e-10
0.552, -1.298e-10
0.553, -1.300e-10
0.554, -1.304e-10
0.555, -1.304e-10
0.556, -1.307e-10
0.557, -1.310e-10
0.558, -1.310e-10
0.559, -1.312e-10
0.560, -1.315e-10
0.561, -1.316e-10
0.562, -1.315e-10
0.563, -1.316e-10
0.564, -1.318e-10
0.565, -1.321e-10
0.566, -1.323e-10
0.567, -1.328e-10
0.568, -1.333e-10
0.569, -1.333e-10
0.570, -1.333e-10
0.571, -1.336e-10
0.572, -1.338e-10
0.573, -1.337e-10
0.574, -1.339e-10
0.575, -1.340e-10
0.576, -1.341e-10
0.577, -1.341e-10
0.578, -1.342e-10
0.579, -1.344e-10
0.580, -1.346e-10
0.581, -1.348e-10
0.582, -1.351e-10
0.583, -1.354e-10
0.584, -1.359e-10
0.585, -1.364e-10
0.586, -1.367e-10
0.587, -1.369e-10
0.588, -1.374e-10
0.589, -1.378e-10
0.590, -1.380e-10
0.591, -1.382e-10
0.592, -1.384e-10
0.593, -1.386e-10
0.594, -1.388e-10
0.595, -1.389e-10
0.596, -1.388e-10
0.597, -1.387e-10
0.598, -1.388e-10
0.599, -1.392e-10
0.600, -1.393e-10
0.601, -1.394e-10
0.602, -1.396e-10
0.603, -1.400e-10
0.604, -1.404e-10
0.605, -1.408e-10
0.606, -1.412e-10
0.607, -1.416e-10
0.608, -1.423e-10
0.609, -1.425e-10
0.610, -1.425e-10
0.611, -1.425e-10
0.612, -1.425e-10
0.613, -1.424e-10
0.614, -1.424e-10
0.615, -1.423e-10
0.616, -1.423e-10
0.617, -1.423e-10
0.618, -1.423e-10
0.619, -1.425e-10
0.620, -1.427e-10
0.621, -1.430e-10
0.622, -1.432e-10
0.623, -1.433e-10
0.624, -1.436e-10
0.625, -1.440e-10
0.626, -1.443e-10
0.627, -1.447e-10
0.628, -1.450e-10
0.629, -1.453e-10
0.630, -1.456e-10
0.631, -1.459e-10
0.632, -1.462e-10
0.633, -1.466e-10
0.634, -1.469e-10
0.635, -1.473e-10
0.636, -1.476e-10
0.637, -1.479e-10
0.638, -1.482e-10
0.639, -1.486e-10
0.640, -1.490e-10
0.641, -1.494e-10
0.642, -1.500e-10
0.643, -1.504e-10
0.644, -1.508e-10
0.645, -1.516e-10
0.646, -1.520e-10
0.647, -1.519e-10
0.648, -1.520e-10
0.649, -1.524e-10
0.650, -1.529e-10
0.651, -1.537e-10
0.652, -1.538e-10
0.653, -1.537e-10
0.654, -1.541e-10
0.655, -1.542e-10
0.656, -1.545e-10
0.657, -1.544e-10
0.658, -1.544e-10
0.659, -1.543e-10
0.660, -1.542e-10
0.661, -1.541e-10
0.662, -1.541e-10
0.663, -1.541e-10
0.664, -1.543e-10
0.665, -1.547e-10
0.666, -1.548e-10
0.667, -1.549e-10
0.668, -1.551e-10
0.669, -1.551e-10
0.670, -1.554e-10
0.671, -1.554e-10
0.672, -1.555e-10
0.673, -1.554e-10
0.674, -1.557e-10
0.675, -1.558e-10
0.676, -1.559e-10
0.677, -1.563e-10
0.678, -1.569e-10
0.679, -1.574e-10
0.680, -1.576e-10
0.681, -1.575e-10
0.682, -1.574e-10
0.683, -1.573e-10
0.684, -1.572e-10
0.685, -1.573e-10
0.686, -1.574e-10
0.687, -1.577e-10
0.688, -1.581e-10
0.689, -1.586e-10
0.690, -1.591e-10
0.691, -1.595e-10
0.692, -1.600e-10
0.693, -1.604e-10
0.694, -1.607e-10
0.695, -1.610e-10
0.696, -1.612e-10
0.697, -1.612e-10
0.698, -1.614e-10
0.699, -1.615e-10
