May 24, 2023   17:42:09
Amperometric i-t Curve
File: c:/users/mapence2/desktop/data/2023_05_24\expt1\mix_4\it_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CA
Note: 

Init E (V) = 0.7
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, -3.025e-10
2.000e-1, -2.988e-10
3.000e-1, -2.948e-10
4.000e-1, -2.909e-10
5.000e-1, -2.875e-10
6.000e-1, -2.849e-10
7.000e-1, -2.814e-10
8.000e-1, -2.783e-10
9.000e-1, -2.753e-10
1.000e+0, -2.724e-10
1.100e+0, -2.699e-10
1.200e+0, -2.681e-10
1.300e+0, -2.663e-10
1.400e+0, -2.643e-10
1.500e+0, -2.623e-10
1.600e+0, -2.606e-10
1.700e+0, -2.592e-10
1.800e+0, -2.575e-10
1.900e+0, -2.558e-10
2.000e+0, -2.544e-10
2.100e+0, -2.531e-10
2.200e+0, -2.519e-10
2.300e+0, -2.506e-10
2.400e+0, -2.494e-10
2.500e+0, -2.483e-10
2.600e+0, -2.473e-10
2.700e+0, -2.464e-10
2.800e+0, -2.454e-10
2.900e+0, -2.445e-10
3.000e+0, -2.436e-10
3.100e+0, -2.428e-10
3.200e+0, -2.419e-10
3.300e+0, -2.412e-10
3.400e+0, -2.404e-10
3.500e+0, -2.396e-10
3.600e+0, -2.388e-10
3.700e+0, -2.381e-10
3.800e+0, -2.375e-10
3.900e+0, -2.367e-10
4.000e+0, -2.361e-10
4.100e+0, -2.355e-10
4.200e+0, -2.349e-10
4.300e+0, -2.343e-10
4.400e+0, -2.337e-10
4.500e+0, -2.332e-10
4.600e+0, -2.326e-10
4.700e+0, -2.321e-10
4.800e+0, -2.316e-10
4.900e+0, -2.312e-10
5.000e+0, -2.309e-10
5.100e+0, -2.305e-10
5.200e+0, -2.302e-10
5.300e+0, -2.299e-10
5.400e+0, -2.296e-10
5.500e+0, -2.294e-10
5.600e+0, -2.290e-10
5.700e+0, -2.287e-10
5.800e+0, -2.284e-10
5.900e+0, -2.280e-10
6.000e+0, -2.275e-10
6.100e+0, -2.270e-10
6.200e+0, -2.265e-10
6.300e+0, -2.261e-10
6.400e+0, -2.257e-10
6.500e+0, -2.254e-10
6.600e+0, -2.251e-10
6.700e+0, -2.247e-10
6.800e+0, -2.244e-10
6.900e+0, -2.241e-10
7.000e+0, -2.237e-10
7.100e+0, -2.233e-10
7.200e+0, -2.230e-10
7.300e+0, -2.226e-10
7.400e+0, -2.222e-10
7.500e+0, -2.220e-10
7.600e+0, -2.217e-10
7.700e+0, -2.214e-10
7.800e+0, -2.212e-10
7.900e+0, -2.211e-10
8.000e+0, -2.209e-10
8.100e+0, -2.208e-10
8.200e+0, -2.206e-10
8.300e+0, -2.204e-10
8.400e+0, -2.202e-10
8.500e+0, -2.201e-10
8.600e+0, -2.199e-10
8.700e+0, -2.198e-10
8.800e+0, -2.198e-10
8.900e+0, -2.197e-10
9.000e+0, -2.195e-10
9.100e+0, -2.194e-10
9.200e+0, -2.192e-10
9.300e+0, -2.190e-10
9.400e+0, -2.189e-10
9.500e+0, -2.187e-10
9.600e+0, -2.185e-10
9.700e+0, -2.185e-10
9.800e+0, -2.186e-10
9.900e+0, -2.184e-10
1.000e+1, -2.181e-10
1.010e+1, -2.179e-10
1.020e+1, -2.179e-10
1.030e+1, -2.177e-10
1.040e+1, -2.173e-10
1.050e+1, -2.169e-10
1.060e+1, -2.166e-10
1.070e+1, -2.167e-10
1.080e+1, -2.167e-10
1.090e+1, -2.163e-10
1.100e+1, -2.160e-10
1.110e+1, -2.157e-10
1.120e+1, -2.156e-10
1.130e+1, -2.156e-10
1.140e+1, -2.157e-10
1.150e+1, -2.156e-10
1.160e+1, -2.151e-10
1.170e+1, -2.149e-10
1.180e+1, -2.147e-10
1.190e+1, -2.146e-10
1.200e+1, -2.145e-10
1.210e+1, -2.144e-10
1.220e+1, -2.144e-10
1.230e+1, -2.144e-10
1.240e+1, -2.144e-10
1.250e+1, -2.142e-10
1.260e+1, -2.140e-10
1.270e+1, -2.138e-10
1.280e+1, -2.136e-10
1.290e+1, -2.134e-10
1.300e+1, -2.132e-10
1.310e+1, -2.131e-10
1.320e+1, -2.129e-10
1.330e+1, -2.126e-10
1.340e+1, -2.124e-10
1.350e+1, -2.122e-10
1.360e+1, -2.120e-10
1.370e+1, -2.118e-10
1.380e+1, -2.115e-10
1.390e+1, -2.114e-10
1.400e+1, -2.114e-10
1.410e+1, -2.111e-10
1.420e+1, -2.109e-10
1.430e+1, -2.106e-10
1.440e+1, -2.106e-10
1.450e+1, -2.106e-10
1.460e+1, -2.104e-10
1.470e+1, -2.102e-10
1.480e+1, -2.102e-10
1.490e+1, -2.099e-10
1.500e+1, -2.096e-10
1.510e+1, -2.096e-10
1.520e+1, -2.094e-10
1.530e+1, -2.093e-10
1.540e+1, -2.091e-10
1.550e+1, -2.088e-10
1.560e+1, -2.085e-10
1.570e+1, -2.082e-10
1.580e+1, -2.079e-10
1.590e+1, -2.077e-10
1.600e+1, -2.076e-10
1.610e+1, -2.074e-10
1.620e+1, -2.072e-10
1.630e+1, -2.069e-10
1.640e+1, -2.068e-10
1.650e+1, -2.066e-10
1.660e+1, -2.065e-10
1.670e+1, -2.062e-10
1.680e+1, -2.060e-10
1.690e+1, -2.059e-10
1.700e+1, -2.058e-10
1.710e+1, -2.058e-10
1.720e+1, -2.056e-10
1.730e+1, -2.055e-10
1.740e+1, -2.055e-10
1.750e+1, -2.054e-10
1.760e+1, -2.053e-10
1.770e+1, -2.052e-10
1.780e+1, -2.051e-10
1.790e+1, -2.049e-10
1.800e+1, -2.052e-10
1.810e+1, -2.052e-10
1.820e+1, -2.048e-10
1.830e+1, -2.045e-10
1.840e+1, -2.044e-10
1.850e+1, -2.045e-10
1.860e+1, -2.046e-10
1.870e+1, -2.048e-10
1.880e+1, -2.047e-10
1.890e+1, -2.046e-10
1.900e+1, -2.045e-10
1.910e+1, -2.045e-10
1.920e+1, -2.045e-10
1.930e+1, -2.046e-10
1.940e+1, -2.046e-10
1.950e+1, -2.046e-10
1.960e+1, -2.046e-10
1.970e+1, -2.045e-10
1.980e+1, -2.043e-10
1.990e+1, -2.041e-10
2.000e+1, -2.039e-10
2.010e+1, -2.039e-10
2.020e+1, -2.037e-10
2.030e+1, -2.037e-10
2.040e+1, -2.035e-10
2.050e+1, -2.034e-10
2.060e+1, -2.033e-10
2.070e+1, -2.032e-10
2.080e+1, -2.032e-10
2.090e+1, -2.032e-10
2.100e+1, -2.034e-10
2.110e+1, -2.034e-10
2.120e+1, -2.034e-10
2.130e+1, -2.033e-10
2.140e+1, -2.031e-10
2.150e+1, -2.029e-10
2.160e+1, -2.029e-10
2.170e+1, -2.027e-10
2.180e+1, -2.025e-10
2.190e+1, -2.023e-10
2.200e+1, -2.022e-10
2.210e+1, -2.021e-10
2.220e+1, -2.020e-10
2.230e+1, -2.019e-10
2.240e+1, -2.017e-10
2.250e+1, -2.015e-10
2.260e+1, -2.013e-10
2.270e+1, -2.012e-10
2.280e+1, -2.012e-10
2.290e+1, -2.010e-10
2.300e+1, -2.009e-10
2.310e+1, -2.008e-10
2.320e+1, -2.007e-10
2.330e+1, -2.007e-10
2.340e+1, -2.007e-10
2.350e+1, -2.006e-10
2.360e+1, -2.006e-10
2.370e+1, -2.007e-10
2.380e+1, -2.009e-10
2.390e+1, -2.010e-10
2.400e+1, -2.011e-10
2.410e+1, -2.010e-10
2.420e+1, -2.009e-10
2.430e+1, -2.009e-10
2.440e+1, -2.009e-10
2.450e+1, -2.009e-10
2.460e+1, -2.010e-10
2.470e+1, -2.011e-10
2.480e+1, -2.013e-10
2.490e+1, -2.015e-10
2.500e+1, -2.014e-10
2.510e+1, -2.014e-10
2.520e+1, -2.013e-10
2.530e+1, -2.013e-10
2.540e+1, -2.017e-10
2.550e+1, -2.022e-10
2.560e+1, -2.025e-10
2.570e+1, -2.026e-10
2.580e+1, -2.027e-10
2.590e+1, -2.028e-10
2.600e+1, -2.028e-10
2.610e+1, -2.026e-10
2.620e+1, -2.025e-10
2.630e+1, -2.024e-10
2.640e+1, -2.025e-10
2.650e+1, -2.027e-10
2.660e+1, -2.026e-10
2.670e+1, -2.026e-10
2.680e+1, -2.025e-10
2.690e+1, -2.022e-10
2.700e+1, -2.022e-10
2.710e+1, -2.022e-10
2.720e+1, -2.020e-10
2.730e+1, -2.019e-10
2.740e+1, -2.016e-10
2.750e+1, -2.016e-10
2.760e+1, -2.022e-10
2.770e+1, -2.022e-10
2.780e+1, -2.017e-10
2.790e+1, -2.013e-10
2.800e+1, -2.012e-10
2.810e+1, -2.009e-10
2.820e+1, -2.007e-10
2.830e+1, -2.009e-10
