May 25, 2023   13:45:45
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt3\mix_5\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, 3.001e-11
0.001, 2.729e-11
0.002, 2.543e-11
0.003, 2.403e-11
0.004, 2.270e-11
0.005, 2.150e-11
0.006, 2.049e-11
0.007, 1.952e-11
0.008, 1.848e-11
0.009, 1.775e-11
0.010, 1.721e-11
0.011, 1.663e-11
0.012, 1.608e-11
0.013, 1.554e-11
0.014, 1.493e-11
0.015, 1.442e-11
0.016, 1.391e-11
0.017, 1.352e-11
0.018, 1.307e-11
0.019, 1.274e-11
0.020, 1.236e-11
0.021, 1.208e-11
0.022, 1.173e-11
0.023, 1.140e-11
0.024, 1.103e-11
0.025, 1.063e-11
0.026, 1.029e-11
0.027, 9.967e-12
0.028, 9.874e-12
0.029, 9.421e-12
0.030, 9.117e-12
0.031, 8.934e-12
0.032, 8.645e-12
0.033, 8.370e-12
0.034, 8.007e-12
0.035, 7.796e-12
0.036, 7.558e-12
0.037, 7.332e-12
0.038, 7.113e-12
0.039, 6.991e-12
0.040, 6.572e-12
0.041, 6.232e-12
0.042, 5.897e-12
0.043, 5.672e-12
0.044, 5.547e-12
0.045, 5.403e-12
0.046, 5.137e-12
0.047, 4.860e-12
0.048, 4.656e-12
0.049, 4.526e-12
0.050, 4.400e-12
0.051, 4.068e-12
0.052, 3.773e-12
0.053, 3.415e-12
0.054, 3.255e-12
0.055, 3.079e-12
0.056, 2.863e-12
0.057, 2.618e-12
0.058, 2.371e-12
0.059, 2.248e-12
0.060, 2.067e-12
0.061, 1.857e-12
0.062, 1.612e-12
0.063, 1.443e-12
0.064, 1.162e-12
0.065, 1.122e-12
0.066, 9.136e-13
0.067, 6.883e-13
0.068, 5.159e-13
0.069, 3.150e-13
0.070, 2.056e-13
0.071, 1.300e-13
0.072, -7.876e-14
0.073, -4.214e-13
0.074, -7.033e-13
0.075, -8.608e-13
0.076, -9.853e-13
0.077, -1.180e-12
0.078, -1.337e-12
0.079, -1.526e-12
0.080, -1.787e-12
0.081, -2.003e-12
0.082, -2.198e-12
0.083, -2.361e-12
0.084, -2.547e-12
0.085, -2.789e-12
0.086, -2.958e-12
0.087, -3.185e-12
0.088, -3.354e-12
0.089, -3.585e-12
0.090, -3.847e-12
0.091, -3.951e-12
0.092, -4.074e-12
0.093, -4.355e-12
0.094, -4.603e-12
0.095, -4.761e-12
0.096, -4.899e-12
0.097, -5.073e-12
0.098, -5.222e-12
0.099, -5.470e-12
0.100, -5.725e-12
0.101, -5.909e-12
0.102, -6.058e-12
0.103, -6.264e-12
0.104, -6.457e-12
0.105, -6.657e-12
0.106, -6.831e-12
0.107, -7.036e-12
0.108, -7.237e-12
0.109, -7.453e-12
0.110, -7.630e-12
0.111, -7.831e-12
0.112, -7.981e-12
0.113, -8.215e-12
0.114, -8.440e-12
0.115, -8.660e-12
0.116, -8.870e-12
0.117, -9.047e-12
0.118, -9.283e-12
0.119, -9.489e-12
0.120, -9.661e-12
0.121, -9.899e-12
0.122, -1.009e-11
0.123, -1.031e-11
0.124, -1.051e-11
0.125, -1.069e-11
0.126, -1.088e-11
0.127, -1.109e-11
0.128, -1.130e-11
0.129, -1.152e-11
0.130, -1.170e-11
0.131, -1.194e-11
0.132, -1.214e-11
0.133, -1.230e-11
0.134, -1.251e-11
0.135, -1.275e-11
0.136, -1.300e-11
0.137, -1.321e-11
0.138, -1.345e-11
0.139, -1.363e-11
0.140, -1.391e-11
0.141, -1.415e-11
0.142, -1.433e-11
0.143, -1.452e-11
0.144, -1.479e-11
0.145, -1.508e-11
0.146, -1.530e-11
0.147, -1.547e-11
0.148, -1.570e-11
0.149, -1.590e-11
0.150, -1.616e-11
0.151, -1.635e-11
0.152, -1.652e-11
0.153, -1.679e-11
0.154, -1.698e-11
0.155, -1.733e-11
0.156, -1.757e-11
0.157, -1.771e-11
0.158, -1.792e-11
0.159, -1.816e-11
0.160, -1.840e-11
0.161, -1.865e-11
0.162, -1.884e-11
0.163, -1.907e-11
0.164, -1.926e-11
0.165, -1.947e-11
0.166, -1.971e-11
0.167, -1.997e-11
0.168, -2.024e-11
0.169, -2.050e-11
0.170, -2.071e-11
