May 25, 2023   20:43:45
Amperometric i-t Curve
File: c:/users/mapence2/desktop/data/2023_05_24\expt5\mix_2\it_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CA
Note: 

Init E (V) = 0.7
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, -1.117e-10
2.000e-1, -1.088e-10
3.000e-1, -1.064e-10
4.000e-1, -1.041e-10
5.000e-1, -1.022e-10
6.000e-1, -1.002e-10
7.000e-1, -9.849e-11
8.000e-1, -9.684e-11
9.000e-1, -9.537e-11
1.000e+0, -9.394e-11
1.100e+0, -9.259e-11
1.200e+0, -9.139e-11
1.300e+0, -9.024e-11
1.400e+0, -8.908e-11
1.500e+0, -8.804e-11
1.600e+0, -8.701e-11
1.700e+0, -8.601e-11
1.800e+0, -8.514e-11
1.900e+0, -8.425e-11
2.000e+0, -8.342e-11
2.100e+0, -8.269e-11
2.200e+0, -8.193e-11
2.300e+0, -8.114e-11
2.400e+0, -8.054e-11
2.500e+0, -7.988e-11
2.600e+0, -7.928e-11
2.700e+0, -7.874e-11
2.800e+0, -7.811e-11
2.900e+0, -7.758e-11
3.000e+0, -7.706e-11
3.100e+0, -7.651e-11
3.200e+0, -7.601e-11
3.300e+0, -7.553e-11
3.400e+0, -7.505e-11
3.500e+0, -7.463e-11
3.600e+0, -7.422e-11
3.700e+0, -7.375e-11
3.800e+0, -7.338e-11
3.900e+0, -7.302e-11
4.000e+0, -7.258e-11
4.100e+0, -7.222e-11
4.200e+0, -7.182e-11
4.300e+0, -7.147e-11
4.400e+0, -7.119e-11
4.500e+0, -7.092e-11
4.600e+0, -7.055e-11
4.700e+0, -7.027e-11
4.800e+0, -6.992e-11
4.900e+0, -6.963e-11
5.000e+0, -6.929e-11
5.100e+0, -6.901e-11
5.200e+0, -6.881e-11
5.300e+0, -6.853e-11
5.400e+0, -6.830e-11
5.500e+0, -6.806e-11
5.600e+0, -6.785e-11
5.700e+0, -6.764e-11
5.800e+0, -6.749e-11
5.900e+0, -6.725e-11
6.000e+0, -6.694e-11
6.100e+0, -6.673e-11
6.200e+0, -6.658e-11
6.300e+0, -6.644e-11
6.400e+0, -6.629e-11
6.500e+0, -6.612e-11
6.600e+0, -6.594e-11
6.700e+0, -6.576e-11
6.800e+0, -6.554e-11
6.900e+0, -6.540e-11
7.000e+0, -6.517e-11
7.100e+0, -6.493e-11
7.200e+0, -6.471e-11
7.300e+0, -6.452e-11
7.400e+0, -6.438e-11
7.500e+0, -6.433e-11
7.600e+0, -6.432e-11
7.700e+0, -6.434e-11
7.800e+0, -6.427e-11
7.900e+0, -6.425e-11
8.000e+0, -6.417e-11
8.100e+0, -6.423e-11
8.200e+0, -6.417e-11
8.300e+0, -6.406e-11
8.400e+0, -6.399e-11
8.500e+0, -6.386e-11
8.600e+0, -6.378e-11
8.700e+0, -6.368e-11
8.800e+0, -6.357e-11
8.900e+0, -6.340e-11
9.000e+0, -6.329e-11
9.100e+0, -6.323e-11
9.200e+0, -6.309e-11
9.300e+0, -6.294e-11
9.400e+0, -6.278e-11
9.500e+0, -6.259e-11
9.600e+0, -6.258e-11
9.700e+0, -6.247e-11
9.800e+0, -6.230e-11
9.900e+0, -6.210e-11
1.000e+1, -6.198e-11
1.010e+1, -6.181e-11
1.020e+1, -6.170e-11
1.030e+1, -6.161e-11
1.040e+1, -6.154e-11
1.050e+1, -6.147e-11
1.060e+1, -6.147e-11
1.070e+1, -6.147e-11
1.080e+1, -6.144e-11
1.090e+1, -6.144e-11
1.100e+1, -6.138e-11
1.110e+1, -6.132e-11
1.120e+1, -6.121e-11
1.130e+1, -6.112e-11
1.140e+1, -6.098e-11
1.150e+1, -6.083e-11
1.160e+1, -6.068e-11
1.170e+1, -6.057e-11
1.180e+1, -6.043e-11
1.190e+1, -6.032e-11
1.200e+1, -6.023e-11
1.210e+1, -6.016e-11
1.220e+1, -6.009e-11
1.230e+1, -6.002e-11
1.240e+1, -5.999e-11
1.250e+1, -5.989e-11
1.260e+1, -5.978e-11
1.270e+1, -5.975e-11
1.280e+1, -5.965e-11
1.290e+1, -5.961e-11
1.300e+1, -5.955e-11
1.310e+1, -5.942e-11
1.320e+1, -5.936e-11
1.330e+1, -5.937e-11
1.340e+1, -5.922e-11
1.350e+1, -5.918e-11
1.360e+1, -5.910e-11
1.370e+1, -5.904e-11
1.380e+1, -5.900e-11
1.390e+1, -5.897e-11
1.400e+1, -5.886e-11
1.410e+1, -5.884e-11
1.420e+1, -5.883e-11
1.430e+1, -5.878e-11
1.440e+1, -5.867e-11
1.450e+1, -5.865e-11
1.460e+1, -5.865e-11
1.470e+1, -5.860e-11
1.480e+1, -5.853e-11
1.490e+1, -5.842e-11
