,Filename,Concentration / mM,Potential Data,Current Data,Min Current / A,Max Current / A,Run
0,1_CV_1.txt,312.875,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-1.179e-11 -9.484e-12 -7.918e-12 ... -4.388e-12 -4.370e-12 -4.307e-12],-1.179e-11,2.174e-10,1
1,2_CV_1.txt,1.0,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-1.388e-11 -1.186e-11 -1.032e-11 ... -3.309e-12 -3.261e-12 -3.228e-12],-1.388e-11,4.634e-11,1
2,3_CV_1.txt,250.5,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-1.107e-11 -8.891e-12 -7.552e-12 ... -4.651e-12 -4.710e-12 -4.690e-12],-1.107e-11,2.217e-10,1
3,4_CV_1.txt,188.125,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-1.638e-11 -1.362e-11 -1.179e-11 ... -4.613e-12 -4.594e-12 -4.589e-12],-1.638e-11,1.885e-10,1
4,5_CV_1.txt,437.625,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-1.570e-11 -1.293e-11 -1.119e-11 ... -4.847e-12 -4.864e-12 -4.889e-12],-1.57e-11,2.481e-10,1
5,6_CV_1.txt,500.0,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-1.643e-11 -1.342e-11 -1.158e-11 ... -4.962e-12 -4.877e-12 -4.932e-12],-1.643e-11,2.496e-10,1
6,7_CV_1.txt,63.375,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-2.049e-11 -1.602e-11 -1.306e-11 ... -4.191e-12 -4.120e-12 -4.106e-12],-2.049e-11,1.159e-10,1
7,8_CV_1.txt,125.75,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-1.607e-11 -1.231e-11 -1.021e-11 ... -4.196e-12 -4.216e-12 -4.244e-12],-1.607e-11,1.402e-10,1
8,9_CV_1.txt,375.25,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-1.557e-11 -1.252e-11 -1.048e-11 ... -4.848e-12 -4.858e-12 -4.841e-12],-1.557e-11,2.165e-10,1
