May 25, 2023   18:27:26
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt4\mix_6\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, 1.631e-11
0.001, 1.339e-11
0.002, 1.150e-11
0.003, 1.008e-11
0.004, 8.936e-12
0.005, 7.927e-12
0.006, 7.073e-12
0.007, 6.349e-12
0.008, 5.668e-12
0.009, 5.101e-12
0.010, 4.640e-12
0.011, 4.188e-12
0.012, 3.863e-12
0.013, 3.613e-12
0.014, 3.339e-12
0.015, 3.027e-12
0.016, 2.806e-12
0.017, 2.697e-12
0.018, 2.502e-12
0.019, 2.322e-12
0.020, 2.183e-12
0.021, 2.058e-12
0.022, 1.842e-12
0.023, 1.731e-12
0.024, 1.585e-12
0.025, 1.504e-12
0.026, 1.417e-12
0.027, 1.343e-12
0.028, 1.309e-12
0.029, 1.151e-12
0.030, 1.051e-12
0.031, 9.538e-13
0.032, 9.648e-13
0.033, 9.112e-13
0.034, 8.238e-13
0.035, 7.427e-13
0.036, 6.647e-13
0.037, 5.552e-13
0.038, 4.442e-13
0.039, 3.749e-13
0.040, 3.465e-13
0.041, 2.410e-13
0.042, 1.733e-13
0.043, 1.189e-13
0.044, 3.072e-14
0.045, -3.229e-14
0.046, -9.215e-14
0.047, -1.473e-13
0.048, -2.174e-13
0.049, -2.103e-13
0.050, -3.079e-13
0.051, -3.812e-13
0.052, -4.284e-13
0.053, -4.741e-13
0.054, -5.080e-13
0.055, -5.576e-13
0.056, -6.064e-13
0.057, -6.631e-13
0.058, -7.104e-13
0.059, -7.679e-13
0.060, -8.451e-13
0.061, -8.876e-13
0.062, -9.372e-13
0.063, -1.046e-12
0.064, -1.166e-12
0.065, -1.238e-12
0.066, -1.254e-12
0.067, -1.316e-12
0.068, -1.318e-12
0.069, -1.365e-12
0.070, -1.314e-12
0.071, -1.342e-12
0.072, -1.394e-12
0.073, -1.523e-12
0.074, -1.541e-12
0.075, -1.563e-12
0.076, -1.610e-12
0.077, -1.599e-12
0.078, -1.690e-12
0.079, -1.724e-12
0.080, -1.792e-12
0.081, -1.841e-12
0.082, -1.918e-12
0.083, -1.955e-12
0.084, -1.974e-12
0.085, -1.965e-12
0.086, -1.911e-12
0.087, -2.114e-12
0.088, -2.197e-12
0.089, -2.235e-12
0.090, -2.328e-12
0.091, -2.404e-12
0.092, -2.450e-12
0.093, -2.541e-12
0.094, -2.617e-12
0.095, -2.680e-12
0.096, -2.766e-12
0.097, -2.849e-12
0.098, -2.825e-12
0.099, -2.760e-12
0.100, -2.812e-12
0.101, -2.914e-12
0.102, -3.012e-12
0.103, -3.033e-12
0.104, -3.114e-12
0.105, -3.146e-12
0.106, -3.153e-12
0.107, -3.179e-12
0.108, -3.254e-12
0.109, -3.305e-12
0.110, -3.373e-12
0.111, -3.441e-12
0.112, -3.577e-12
0.113, -3.632e-12
0.114, -3.638e-12
0.115, -3.724e-12
0.116, -3.832e-12
0.117, -3.836e-12
0.118, -3.950e-12
0.119, -4.059e-12
0.120, -4.122e-12
0.121, -4.202e-12
0.122, -4.239e-12
0.123, -4.381e-12
0.124, -4.447e-12
0.125, -4.539e-12
0.126, -4.624e-12
0.127, -4.716e-12
0.128, -4.752e-12
0.129, -4.864e-12
0.130, -4.931e-12
0.131, -5.026e-12
0.132, -5.104e-12
0.133, -5.215e-12
0.134, -5.264e-12
0.135, -5.360e-12
0.136, -5.463e-12
0.137, -5.546e-12
0.138, -5.642e-12
0.139, -5.792e-12
0.140, -5.905e-12
0.141, -5.942e-12
0.142, -6.012e-12
0.143, -6.110e-12
0.144, -6.173e-12
0.145, -6.249e-12
0.146, -6.353e-12
0.147, -6.489e-12
0.148, -6.624e-12
0.149, -6.793e-12
0.150, -6.903e-12
0.151, -7.003e-12
0.152, -7.087e-12
0.153, -7.220e-12
0.154, -7.329e-12
0.155, -7.389e-12
0.156, -7.505e-12
0.157, -7.632e-12
0.158, -7.762e-12
0.159, -7.919e-12
0.160, -8.089e-12
0.161, -8.201e-12
0.162, -8.305e-12
0.163, -8.397e-12
0.164, -8.554e-12
0.165, -8.665e-12
0.166, -8.752e-12
0.167, -8.875e-12
0.168, -9.122e-12
0.169, -9.249e-12
0.170, -9.299e-12
0.171, -9.427e-12
0.172, -9.623e-12
0.173, -9.767e-12
0.174, -9.857e-12
0.175, -1.007e-11
0.176, -1.020e-11
0.177, -1.032e-11
0.178, -1.046e-11
0.179, -1.069e-11
0.180, -1.082e-11
0.181, -1.098e-11
0.182, -1.114e-11
0.183, -1.128e-11
0.184, -1.148e-11
0.185, -1.159e-11
0.186, -1.175e-11
0.187, -1.192e-11
0.188, -1.212e-11
0.189, -1.234e-11
0.190, -1.252e-11
0.191, -1.267e-11
0.192, -1.284e-11
0.193, -1.298e-11
0.194, -1.321e-11
0.195, -1.338e-11
0.196, -1.356e-11
0.197, -1.369e-11
0.198, -1.387e-11
0.199, -1.407e-11
0.200, -1.424e-11
0.201, -1.444e-11
0.202, -1.470e-11
0.203, -1.486e-11
0.204, -1.512e-11
