May 25, 2023   16:31:04
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt4\mix_1\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, 1.692e-11
0.001, 1.350e-11
0.002, 1.126e-11
0.003, 1.001e-11
0.004, 8.767e-12
0.005, 7.899e-12
0.006, 7.252e-12
0.007, 6.883e-12
0.008, 6.257e-12
0.009, 5.606e-12
0.010, 5.171e-12
0.011, 4.859e-12
0.012, 4.578e-12
0.013, 4.327e-12
0.014, 4.077e-12
0.015, 3.732e-12
0.016, 3.554e-12
0.017, 3.326e-12
0.018, 3.268e-12
0.019, 3.046e-12
0.020, 2.757e-12
0.021, 2.734e-12
0.022, 2.783e-12
0.023, 2.707e-12
0.024, 2.495e-12
0.025, 2.197e-12
0.026, 2.163e-12
0.027, 2.055e-12
0.028, 1.770e-12
0.029, 1.767e-12
0.030, 1.611e-12
0.031, 1.529e-12
0.032, 1.392e-12
0.033, 1.199e-12
0.034, 1.044e-12
0.035, 1.035e-12
0.036, 1.055e-12
0.037, 1.051e-12
0.038, 7.805e-13
0.039, 7.199e-13
0.040, 7.443e-13
0.041, 7.128e-13
0.042, 6.970e-13
0.043, 5.938e-13
0.044, 4.040e-13
0.045, 5.127e-13
0.046, 5.379e-13
0.047, 4.576e-13
0.048, 3.891e-13
0.049, 3.678e-13
0.050, 3.016e-13
0.051, 1.985e-13
0.052, 1.898e-13
0.053, 2.560e-13
0.054, 1.969e-13
0.055, 1.520e-13
0.056, 1.126e-13
0.057, 1.063e-13
0.058, 8.821e-14
0.059, 3.938e-15
0.060, -9.687e-14
0.061, -7.325e-14
0.062, -8.585e-14
0.063, -1.181e-13
0.064, -1.575e-13
0.065, -1.370e-13
0.066, -1.646e-13
0.067, -1.496e-13
0.068, -2.008e-13
0.069, -2.189e-13
0.070, -2.268e-13
0.071, -2.331e-13
0.072, -2.670e-13
0.073, -2.654e-13
0.074, -3.142e-13
0.075, -3.623e-13
0.076, -3.654e-13
0.077, -3.670e-13
0.078, -3.647e-13
0.079, -3.946e-13
0.080, -3.820e-13
0.081, -4.072e-13
0.082, -4.119e-13
0.083, -3.820e-13
0.084, -4.655e-13
0.085, -5.545e-13
0.086, -6.277e-13
0.087, -6.001e-13
0.088, -5.584e-13
0.089, -5.088e-13
0.090, -5.521e-13
0.091, -6.167e-13
0.092, -5.647e-13
0.093, -5.915e-13
0.094, -5.978e-13
0.095, -5.568e-13
0.096, -5.994e-13
0.097, -6.364e-13
0.098, -6.537e-13
0.099, -6.442e-13
0.100, -6.576e-13
0.101, -6.427e-13
0.102, -6.631e-13
0.103, -6.781e-13
0.104, -6.891e-13
0.105, -7.238e-13
0.106, -6.978e-13
0.107, -7.403e-13
0.108, -7.640e-13
0.109, -7.679e-13
0.110, -8.096e-13
0.111, -8.136e-13
0.112, -8.348e-13
0.113, -8.451e-13
0.114, -8.222e-13
0.115, -8.270e-13
0.116, -8.695e-13
0.117, -8.711e-13
0.118, -8.656e-13
0.119, -8.577e-13
0.120, -8.325e-13
0.121, -9.160e-13
0.122, -9.270e-13
0.123, -9.483e-13
0.124, -9.309e-13
0.125, -9.640e-13
0.126, -9.845e-13
0.127, -9.892e-13
0.128, -1.011e-12
0.129, -9.916e-13
0.130, -1.034e-12
0.131, -1.036e-12
0.132, -1.025e-12
0.133, -1.003e-12
0.134, -1.025e-12
0.135, -1.059e-12
0.136, -1.053e-12
0.137, -1.077e-12
0.138, -1.054e-12
0.139, -1.098e-12
0.140, -1.096e-12
0.141, -1.113e-12
0.142, -1.094e-12
0.143, -1.110e-12
0.144, -1.104e-12
0.145, -1.153e-12
0.146, -1.218e-12
0.147, -1.251e-12
0.148, -1.245e-12
0.149, -1.227e-12
0.150, -1.281e-12
0.151, -1.301e-12
0.152, -1.316e-12
0.153, -1.335e-12
0.154, -1.302e-12
0.155, -1.344e-12
0.156, -1.322e-12
0.157, -1.324e-12
0.158, -1.335e-12
0.159, -1.383e-12
0.160, -1.441e-12
0.161, -1.452e-12
0.162, -1.481e-12
0.163, -1.498e-12
0.164, -1.394e-12
0.165, -1.340e-12
0.166, -1.403e-12
0.167, -1.422e-12
0.168, -1.462e-12
0.169, -1.532e-12
0.170, -1.537e-12
0.171, -1.509e-12
0.172, -1.460e-12
0.173, -1.414e-12
0.174, -1.519e-12
0.175, -1.603e-12
0.176, -1.644e-12
0.177, -1.600e-12
0.178, -1.612e-12
0.179, -1.644e-12
0.180, -1.664e-12
0.181, -1.675e-12
0.182, -1.713e-12
0.183, -1.725e-12
0.184, -1.776e-12
0.185, -1.832e-12
0.186, -1.824e-12
0.187, -1.871e-12
0.188, -1.863e-12
0.189, -1.844e-12
0.190, -1.870e-12
0.191, -1.940e-12
0.192, -1.956e-12
0.193, -1.952e-12
0.194, -2.011e-12
0.195, -2.058e-12
0.196, -2.025e-12
0.197, -2.033e-12
0.198, -2.136e-12
0.199, -2.193e-12
0.200, -2.189e-12
0.201, -2.205e-12
0.202, -2.215e-12
0.203, -2.237e-12
0.204, -2.234e-12
0.205, -2.256e-12
0.206, -2.358e-12
0.207, -2.365e-12
0.208, -2.392e-12
0.209, -2.488e-12
0.210, -2.471e-12
0.211, -2.482e-12
0.212, -2.560e-12
0.213, -2.564e-12
0.214, -2.544e-12
0.215, -2.579e-12
0.216, -2.639e-12
0.217, -2.711e-12
0.218, -2.735e-12
0.219, -2.768e-12
0.220, -2.800e-12
0.221, -2.759e-12
0.222, -2.806e-12
0.223, -2.912e-12
0.224, -2.900e-12
0.225, -2.876e-12
0.226, -2.998e-12
0.227, -3.053e-12
0.228, -3.089e-12
0.229, -3.106e-12
0.230, -3.191e-12
0.231, -3.181e-12
0.232, -3.245e-12
0.233, -3.352e-12
0.234, -3.344e-12
0.235, -3.344e-12
0.236, -3.417e-12
0.237, -3.456e-12
0.238, -3.547e-12
0.239, -3.543e-12
0.240, -3.639e-12
0.241, -3.725e-12
0.242, -3.784e-12
0.243, -3.782e-12
0.244, -3.823e-12
0.245, -3.832e-12
0.246, -3.950e-12
0.247, -3.980e-12
0.248, -3.997e-12
0.249, -4.000e-12
0.250, -4.098e-12
0.251, -4.177e-12
0.252, -4.210e-12
0.253, -4.285e-12
0.254, -4.305e-12
0.255, -4.287e-12
0.256, -4.334e-12
0.257, -4.380e-12
0.258, -4.425e-12
0.259, -4.531e-12
0.260, -4.592e-12
0.261, -4.643e-12
0.262, -4.735e-12
0.263, -4.752e-12
0.264, -4.866e-12
0.265, -4.935e-12
0.266, -4.984e-12
