May 25, 2023   17:16:19
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt4\mix_3\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, 1.261e-11
0.001, 1.065e-11
0.002, 9.224e-12
0.003, 8.158e-12
0.004, 7.352e-12
0.005, 6.690e-12
0.006, 5.971e-12
0.007, 5.441e-12
0.008, 4.926e-12
0.009, 4.512e-12
0.010, 4.026e-12
0.011, 3.600e-12
0.012, 3.297e-12
0.013, 3.064e-12
0.014, 2.809e-12
0.015, 2.552e-12
0.016, 2.322e-12
0.017, 2.102e-12
0.018, 1.998e-12
0.019, 1.838e-12
0.020, 1.673e-12
0.021, 1.609e-12
0.022, 1.463e-12
0.023, 1.318e-12
0.024, 1.167e-12
0.025, 1.088e-12
0.026, 1.005e-12
0.027, 8.868e-13
0.028, 7.939e-13
0.029, 7.191e-13
0.030, 5.899e-13
0.031, 4.080e-13
0.032, 3.985e-13
0.033, 3.072e-13
0.034, 2.229e-13
0.035, 1.284e-13
0.036, 5.592e-14
0.037, 1.418e-14
0.038, -1.024e-14
0.039, -1.449e-13
0.040, -2.008e-13
0.041, -2.709e-13
0.042, -3.284e-13
0.043, -4.143e-13
0.044, -4.946e-13
0.045, -5.143e-13
0.046, -5.734e-13
0.047, -6.309e-13
0.048, -7.309e-13
0.049, -7.947e-13
0.050, -8.640e-13
0.051, -8.845e-13
0.052, -9.837e-13
0.053, -1.024e-12
0.054, -1.104e-12
0.055, -1.143e-12
0.056, -1.225e-12
0.057, -1.238e-12
0.058, -1.270e-12
0.059, -1.387e-12
0.060, -1.424e-12
0.061, -1.465e-12
0.062, -1.506e-12
0.063, -1.599e-12
0.064, -1.700e-12
0.065, -1.676e-12
0.066, -1.685e-12
0.067, -1.731e-12
0.068, -1.787e-12
0.069, -1.819e-12
0.070, -1.878e-12
0.071, -1.975e-12
0.072, -2.016e-12
0.073, -2.038e-12
0.074, -2.129e-12
0.075, -2.184e-12
0.076, -2.264e-12
0.077, -2.298e-12
0.078, -2.372e-12
0.079, -2.474e-12
0.080, -2.547e-12
0.081, -2.590e-12
0.082, -2.668e-12
0.083, -2.767e-12
0.084, -2.779e-12
0.085, -2.788e-12
0.086, -2.803e-12
0.087, -2.844e-12
0.088, -2.943e-12
0.089, -3.004e-12
0.090, -3.090e-12
0.091, -3.124e-12
0.092, -3.143e-12
0.093, -3.307e-12
0.094, -3.347e-12
0.095, -3.391e-12
0.096, -3.442e-12
0.097, -3.491e-12
0.098, -3.614e-12
0.099, -3.689e-12
0.100, -3.718e-12
0.101, -3.759e-12
0.102, -3.867e-12
0.103, -3.964e-12
0.104, -4.009e-12
0.105, -4.125e-12
0.106, -4.198e-12
0.107, -4.226e-12
0.108, -4.266e-12
0.109, -4.376e-12
0.110, -4.449e-12
0.111, -4.544e-12
0.112, -4.650e-12
0.113, -4.718e-12
0.114, -4.702e-12
0.115, -4.845e-12
0.116, -5.032e-12
0.117, -5.093e-12
0.118, -5.094e-12
0.119, -5.151e-12
0.120, -5.301e-12
0.121, -5.332e-12
0.122, -5.439e-12
0.123, -5.586e-12
0.124, -5.605e-12
0.125, -5.751e-12
0.126, -5.802e-12
0.127, -5.852e-12
0.128, -5.946e-12
0.129, -6.019e-12
0.130, -6.082e-12
0.131, -6.193e-12
0.132, -6.291e-12
0.133, -6.379e-12
0.134, -6.492e-12
0.135, -6.591e-12
0.136, -6.696e-12
0.137, -6.795e-12
0.138, -6.878e-12
0.139, -6.987e-12
0.140, -7.072e-12
0.141, -7.175e-12
0.142, -7.266e-12
0.143, -7.362e-12
0.144, -7.446e-12
0.145, -7.544e-12
0.146, -7.640e-12
0.147, -7.715e-12
0.148, -7.860e-12
0.149, -7.942e-12
0.150, -8.057e-12
0.151, -8.162e-12
0.152, -8.243e-12
0.153, -8.389e-12
0.154, -8.521e-12
0.155, -8.618e-12
0.156, -8.735e-12
0.157, -8.838e-12
0.158, -8.936e-12
0.159, -9.065e-12
0.160, -9.208e-12
0.161, -9.344e-12
0.162, -9.466e-12
0.163, -9.558e-12
0.164, -9.707e-12
0.165, -9.809e-12
0.166, -9.928e-12
0.167, -1.012e-11
0.168, -1.026e-11
0.169, -1.038e-11
0.170, -1.043e-11
0.171, -1.060e-11
0.172, -1.071e-11
0.173, -1.081e-11
0.174, -1.096e-11
0.175, -1.110e-11
0.176, -1.120e-11
0.177, -1.134e-11
0.178, -1.148e-11
0.179, -1.164e-11
0.180, -1.185e-11
0.181, -1.196e-11
0.182, -1.206e-11
0.183, -1.215e-11
0.184, -1.236e-11
0.185, -1.264e-11
0.186, -1.283e-11
0.187, -1.291e-11
0.188, -1.303e-11
0.189, -1.319e-11
0.190, -1.332e-11
0.191, -1.350e-11
0.192, -1.368e-11
0.193, -1.385e-11
0.194, -1.396e-11
0.195, -1.409e-11
0.196, -1.426e-11
0.197, -1.448e-11
0.198, -1.467e-11
0.199, -1.482e-11
0.200, -1.498e-11
0.201, -1.511e-11
0.202, -1.525e-11
0.203, -1.550e-11
0.204, -1.572e-11
0.205, -1.589e-11
0.206, -1.608e-11
0.207, -1.622e-11
0.208, -1.639e-11
0.209, -1.660e-11
0.210, -1.681e-11
0.211, -1.698e-11
0.212, -1.716e-11
0.213, -1.738e-11
0.214, -1.762e-11
0.215, -1.782e-11
0.216, -1.803e-11
0.217, -1.820e-11
0.218, -1.842e-11
0.219, -1.859e-11
0.220, -1.882e-11
0.221, -1.903e-11
0.222, -1.919e-11
0.223, -1.944e-11
0.224, -1.964e-11
0.225, -1.986e-11
0.226, -2.007e-11
0.227, -2.026e-11
0.228, -2.046e-11
0.229, -2.070e-11
0.230, -2.089e-11
0.231, -2.116e-11
0.232, -2.138e-11
0.233, -2.164e-11
0.234, -2.192e-11
0.235, -2.216e-11
0.236, -2.239e-11
0.237, -2.270e-11
0.238, -2.294e-11
0.239, -2.318e-11
0.240, -2.347e-11
0.241, -2.375e-11
0.242, -2.402e-11
0.243, -2.427e-11
0.244, -2.450e-11
0.245, -2.481e-11
0.246, -2.508e-11
0.247, -2.535e-11
0.248, -2.566e-11
0.249, -2.602e-11
0.250, -2.642e-11
0.251, -2.671e-11
0.252, -2.702e-11
0.253, -2.729e-11
0.254, -2.759e-11
0.255, -2.782e-11
0.256, -2.805e-11
0.257, -2.839e-11
0.258, -2.873e-11
0.259, -2.909e-11
0.260, -2.946e-11
0.261, -2.985e-11
0.262, -3.022e-11
0.263, -3.062e-11
0.264, -3.099e-11
0.265, -3.129e-11
0.266, -3.163e-11
0.267, -3.198e-11
0.268, -3.242e-11
0.269, -3.279e-11
0.270, -3.318e-11
0.271, -3.359e-11
0.272, -3.394e-11
0.273, -3.431e-11
0.274, -3.462e-11
0.275, -3.496e-11
0.276, -3.537e-11
0.277, -3.579e-11
0.278, -3.622e-11
0.279, -3.664e-11
0.280, -3.709e-11
0.281, -3.749e-11
0.282, -3.786e-11
0.283, -3.835e-11
0.284, -3.880e-11
0.285, -3.920e-11
0.286, -3.966e-11
0.287, -4.009e-11
0.288, -4.050e-11
0.289, -4.091e-11
0.290, -4.134e-11
0.291, -4.183e-11
0.292, -4.230e-11
0.293, -4.275e-11
0.294, -4.313e-11
0.295, -4.356e-11
0.296, -4.396e-11
0.297, -4.435e-11
0.298, -4.477e-11
0.299, -4.522e-11
0.300, -4.570e-11
0.301, -4.619e-11
0.302, -4.667e-11
0.303, -4.711e-11
0.304, -4.759e-11
0.305, -4.807e-11
0.306, -4.849e-11
0.307, -4.896e-11
0.308, -4.943e-11
0.309, -4.990e-11
0.310, -5.041e-11
0.311, -5.088e-11
0.312, -5.128e-11
0.313, -5.180e-11
0.314, -5.225e-11
0.315, -5.273e-11
0.316, -5.316e-11
0.317, -5.367e-11
0.318, -5.419e-11
0.319, -5.469e-11
0.320, -5.518e-11
0.321, -5.564e-11
0.322, -5.612e-11
0.323, -5.661e-11
0.324, -5.704e-11
0.325, -5.755e-11
0.326, -5.807e-11
0.327, -5.856e-11
0.328, -5.900e-11
0.329, -5.945e-11
0.330, -5.989e-11
0.331, -6.030e-11
0.332, -6.071e-11
0.333, -6.112e-11
0.334, -6.156e-11
0.335, -6.190e-11
0.336, -6.227e-11
0.337, -6.279e-11
0.338, -6.321e-11
0.339, -6.364e-11
0.340, -6.411e-11
0.341, -6.451e-11
0.342, -6.496e-11
0.343, -6.541e-11
0.344, -6.584e-11
0.345, -6.627e-11
0.346, -6.675e-11
0.347, -6.718e-11
0.348, -6.769e-11
0.349, -6.819e-11
0.350, -6.862e-11
0.351, -6.904e-11
0.352, -6.945e-11
0.353, -6.980e-11
0.354, -7.016e-11
0.355, -7.051e-11
0.356, -7.084e-11
0.357, -7.119e-11
0.358, -7.159e-11
0.359, -7.198e-11
0.360, -7.241e-11
0.361, -7.288e-11
0.362, -7.335e-11
0.363, -7.386e-11
0.364, -7.431e-11
0.365, -7.473e-11
0.366, -7.522e-11
0.367, -7.572e-11
0.368, -7.616e-11
0.369, -7.660e-11
0.370, -7.704e-11
0.371, -7.749e-11
0.372, -7.785e-11
0.373, -7.827e-11
0.374, -7.873e-11
0.375, -7.920e-11
0.376, -7.958e-11
0.377, -7.992e-11
0.378, -8.026e-11
0.379, -8.071e-11
0.380, -8.116e-11
0.381, -8.159e-11
0.382, -8.200e-11
0.383, -8.242e-11
0.384, -8.285e-11
0.385, -8.314e-11
0.386, -8.338e-11
0.387, -8.354e-11
0.388, -8.371e-11
0.389, -8.382e-11
0.390, -8.397e-11
0.391, -8.418e-11
0.392, -8.439e-11
0.393, -8.462e-11
0.394, -8.489e-11
0.395, -8.514e-11
0.396, -8.544e-11
0.397, -8.568e-11
0.398, -8.591e-11
0.399, -8.616e-11
0.400, -8.649e-11
0.401, -8.677e-11
0.402, -8.698e-11
0.403, -8.727e-11
0.404, -8.755e-11
0.405, -8.795e-11
0.406, -8.826e-11
0.407, -8.858e-11
0.408, -8.906e-11
0.409, -8.929e-11
0.410, -8.960e-11
0.411, -8.990e-11
0.412, -9.020e-11
0.413, -9.040e-11
0.414, -9.056e-11
0.415, -9.090e-11
0.416, -9.126e-11
0.417, -9.158e-11
0.418, -9.192e-11
0.419, -9.230e-11
0.420, -9.264e-11
0.421, -9.303e-11
0.422, -9.342e-11
0.423, -9.381e-11
0.424, -9.424e-11
0.425, -9.454e-11
0.426, -9.473e-11
0.427, -9.486e-11
0.428, -9.490e-11
0.429, -9.482e-11
0.430, -9.496e-11
0.431, -9.507e-11
0.432, -9.527e-11
0.433, -9.556e-11
0.434, -9.586e-11
0.435, -9.593e-11
0.436, -9.601e-11
0.437, -9.603e-11
0.438, -9.607e-11
0.439, -9.615e-11
0.440, -9.624e-11
0.441, -9.641e-11
0.442, -9.663e-11
0.443, -9.684e-11
0.444, -9.717e-11
0.445, -9.748e-11
0.446, -9.772e-11
0.447, -9.809e-11
0.448, -9.834e-11
0.449, -9.867e-11
0.450, -9.899e-11
0.451, -9.913e-11
0.452, -9.948e-11
0.453, -9.975e-11
0.454, -9.990e-11
0.455, -9.995e-11
0.456, -9.992e-11
0.457, -9.997e-11
0.458, -9.997e-11
0.459, -1.000e-10
0.460, -1.001e-10
0.461, -1.001e-10
0.462, -1.001e-10
0.463, -1.002e-10
0.464, -1.003e-10
0.465, -1.005e-10
0.466, -1.007e-10
0.467, -1.009e-10
0.468, -1.011e-10
0.469, -1.012e-10
0.470, -1.014e-10
0.471, -1.017e-10
0.472, -1.020e-10
0.473, -1.023e-10
0.474, -1.024e-10
0.475, -1.025e-10
0.476, -1.025e-10
0.477, -1.026e-10
0.478, -1.027e-10
0.479, -1.029e-10
0.480, -1.030e-10
0.481, -1.031e-10
0.482, -1.033e-10
0.483, -1.034e-10
0.484, -1.035e-10
0.485, -1.038e-10
0.486, -1.042e-10
0.487, -1.045e-10
0.488, -1.050e-10
0.489, -1.056e-10
0.490, -1.062e-10
0.491, -1.066e-10
0.492, -1.071e-10
0.493, -1.072e-10
0.494, -1.071e-10
0.495, -1.070e-10
0.496, -1.068e-10
0.497, -1.067e-10
0.498, -1.068e-10
0.499, -1.069e-10
0.500, -1.071e-10
0.501, -1.073e-10
0.502, -1.076e-10
0.503, -1.079e-10
0.504, -1.081e-10
0.505, -1.084e-10
0.506, -1.086e-10
0.507, -1.088e-10
0.508, -1.090e-10
0.509, -1.092e-10
