May 25, 2023   19:12:15
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt4\mix_8\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, 2.139e-11
0.001, 1.758e-11
0.002, 1.489e-11
0.003, 1.279e-11
0.004, 1.106e-11
0.005, 9.579e-12
0.006, 8.291e-12
0.007, 7.262e-12
0.008, 6.416e-12
0.009, 5.631e-12
0.010, 5.000e-12
0.011, 4.445e-12
0.012, 4.069e-12
0.013, 3.658e-12
0.014, 3.257e-12
0.015, 2.944e-12
0.016, 2.681e-12
0.017, 2.430e-12
0.018, 2.283e-12
0.019, 2.054e-12
0.020, 1.830e-12
0.021, 1.655e-12
0.022, 1.483e-12
0.023, 1.351e-12
0.024, 1.240e-12
0.025, 1.073e-12
0.026, 9.427e-13
0.027, 7.151e-13
0.028, 6.198e-13
0.029, 5.450e-13
0.030, 4.088e-13
0.031, 3.410e-13
0.032, 2.449e-13
0.033, 2.087e-13
0.034, 3.623e-14
0.035, -4.017e-14
0.036, -2.174e-13
0.037, -2.623e-13
0.038, -2.969e-13
0.039, -3.938e-13
0.040, -5.308e-13
0.041, -5.946e-13
0.042, -6.679e-13
0.043, -7.222e-13
0.044, -8.309e-13
0.045, -8.506e-13
0.046, -8.860e-13
0.047, -9.750e-13
0.048, -1.056e-12
0.049, -1.129e-12
0.050, -1.168e-12
0.051, -1.256e-12
0.052, -1.344e-12
0.053, -1.378e-12
0.054, -1.477e-12
0.055, -1.521e-12
0.056, -1.617e-12
0.057, -1.679e-12
0.058, -1.730e-12
0.059, -1.918e-12
0.060, -1.934e-12
0.061, -1.941e-12
0.062, -1.983e-12
0.063, -2.060e-12
0.064, -2.168e-12
0.065, -2.348e-12
0.066, -2.325e-12
0.067, -2.390e-12
0.068, -2.487e-12
0.069, -2.549e-12
0.070, -2.592e-12
0.071, -2.672e-12
0.072, -2.778e-12
0.073, -2.823e-12
0.074, -2.890e-12
0.075, -2.950e-12
0.076, -3.020e-12
0.077, -3.080e-12
0.078, -3.224e-12
0.079, -3.268e-12
0.080, -3.309e-12
0.081, -3.428e-12
0.082, -3.502e-12
0.083, -3.589e-12
0.084, -3.638e-12
0.085, -3.755e-12
0.086, -3.835e-12
0.087, -3.885e-12
0.088, -4.026e-12
0.089, -4.107e-12
0.090, -4.215e-12
0.091, -4.295e-12
0.092, -4.385e-12
0.093, -4.429e-12
0.094, -4.477e-12
0.095, -4.581e-12
0.096, -4.650e-12
0.097, -4.733e-12
0.098, -4.863e-12
0.099, -4.923e-12
0.100, -5.046e-12
0.101, -5.143e-12
0.102, -5.245e-12
0.103, -5.312e-12
0.104, -5.413e-12
0.105, -5.528e-12
0.106, -5.612e-12
0.107, -5.699e-12
0.108, -5.790e-12
0.109, -5.891e-12
0.110, -6.016e-12
0.111, -6.127e-12
0.112, -6.209e-12
0.113, -6.308e-12
0.114, -6.418e-12
0.115, -6.537e-12
0.116, -6.650e-12
0.117, -6.755e-12
0.118, -6.863e-12
0.119, -6.955e-12
0.120, -7.105e-12
0.121, -7.217e-12
0.122, -7.330e-12
0.123, -7.421e-12
0.124, -7.595e-12
0.125, -7.653e-12
0.126, -7.818e-12
0.127, -7.983e-12
0.128, -8.068e-12
0.129, -8.255e-12
0.130, -8.458e-12
0.131, -8.538e-12
0.132, -8.630e-12
0.133, -8.763e-12
0.134, -8.934e-12
0.135, -9.036e-12
0.136, -9.271e-12
0.137, -9.375e-12
0.138, -9.502e-12
0.139, -9.638e-12
0.140, -9.787e-12
0.141, -9.876e-12
0.142, -1.005e-11
0.143, -1.016e-11
0.144, -1.029e-11
0.145, -1.050e-11
0.146, -1.066e-11
0.147, -1.079e-11
0.148, -1.092e-11
0.149, -1.105e-11
0.150, -1.123e-11
0.151, -1.142e-11
0.152, -1.156e-11
0.153, -1.176e-11
0.154, -1.195e-11
0.155, -1.212e-11
0.156, -1.225e-11
0.157, -1.243e-11
0.158, -1.260e-11
0.159, -1.279e-11
0.160, -1.299e-11
0.161, -1.317e-11
0.162, -1.338e-11
0.163, -1.357e-11
0.164, -1.375e-11
0.165, -1.388e-11
0.166, -1.411e-11
0.167, -1.429e-11
0.168, -1.453e-11
0.169, -1.471e-11
0.170, -1.495e-11
0.171, -1.512e-11
0.172, -1.532e-11
0.173, -1.557e-11
0.174, -1.575e-11
0.175, -1.598e-11
0.176, -1.619e-11
0.177, -1.639e-11
0.178, -1.658e-11
0.179, -1.685e-11
0.180, -1.707e-11
0.181, -1.734e-11
0.182, -1.761e-11
0.183, -1.781e-11
0.184, -1.806e-11
0.185, -1.828e-11
0.186, -1.849e-11
0.187, -1.872e-11
0.188, -1.903e-11
0.189, -1.932e-11
0.190, -1.964e-11
0.191, -1.984e-11
0.192, -2.009e-11
0.193, -2.039e-11
0.194, -2.066e-11
0.195, -2.095e-11
0.196, -2.126e-11
0.197, -2.149e-11
0.198, -2.174e-11
0.199, -2.199e-11
0.200, -2.232e-11
0.201, -2.266e-11
0.202, -2.298e-11
0.203, -2.333e-11
0.204, -2.363e-11
0.205, -2.389e-11
0.206, -2.416e-11
0.207, -2.447e-11
0.208, -2.481e-11
0.209, -2.513e-11
0.210, -2.545e-11
0.211, -2.584e-11
0.212, -2.618e-11
0.213, -2.648e-11
0.214, -2.682e-11
0.215, -2.715e-11
0.216, -2.750e-11
0.217, -2.787e-11
0.218, -2.825e-11
0.219, -2.858e-11
0.220, -2.899e-11
0.221, -2.931e-11
0.222, -2.966e-11
0.223, -3.010e-11
0.224, -3.048e-11
0.225, -3.089e-11
0.226, -3.126e-11
0.227, -3.166e-11
0.228, -3.207e-11
0.229, -3.249e-11
0.230, -3.291e-11
0.231, -3.331e-11
0.232, -3.382e-11
0.233, -3.420e-11
0.234, -3.460e-11
0.235, -3.503e-11
0.236, -3.542e-11
0.237, -3.588e-11
0.238, -3.638e-11
0.239, -3.679e-11
