Mar. 16, 2023   08:30:46
Cyclic Voltammetry
File: c:/users/oliverrz/desktop/electrolab/data/2023_03_16\fcmeoh_macros_0_um\electrode3_cv_50mvs_0_um.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = -0.2
High E (V) = 0.3
Low E (V) = -0.2
Final E (V) = -0.2
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

-0.200, 2.094e-9
-0.199, 1.824e-9
-0.198, 1.762e-9
-0.197, 1.731e-9
-0.196, 1.698e-9
-0.195, 1.675e-9
-0.194, 1.652e-9
-0.193, 1.631e-9
-0.192, 1.612e-9
-0.191, 1.587e-9
-0.190, 1.566e-9
-0.189, 1.550e-9
-0.188, 1.534e-9
-0.187, 1.518e-9
-0.186, 1.496e-9
-0.185, 1.477e-9
-0.184, 1.463e-9
-0.183, 1.447e-9
-0.182, 1.432e-9
-0.181, 1.412e-9
-0.180, 1.392e-9
-0.179, 1.380e-9
-0.178, 1.365e-9
-0.177, 1.351e-9
-0.176, 1.333e-9
-0.175, 1.314e-9
-0.174, 1.302e-9
-0.173, 1.290e-9
-0.172, 1.275e-9
-0.171, 1.261e-9
-0.170, 1.244e-9
-0.169, 1.233e-9
-0.168, 1.221e-9
-0.167, 1.206e-9
-0.166, 1.190e-9
-0.165, 1.175e-9
-0.164, 1.163e-9
-0.163, 1.152e-9
-0.162, 1.139e-9
-0.161, 1.123e-9
-0.160, 1.109e-9
-0.159, 1.095e-9
-0.158, 1.085e-9
-0.157, 1.074e-9
-0.156, 1.058e-9
-0.155, 1.044e-9
-0.154, 1.032e-9
-0.153, 1.021e-9
-0.152, 1.012e-9
-0.151, 9.950e-10
-0.150, 9.826e-10
-0.149, 9.736e-10
-0.148, 9.641e-10
-0.147, 9.530e-10
-0.146, 9.378e-10
-0.145, 9.246e-10
-0.144, 9.173e-10
-0.143, 9.044e-10
-0.142, 8.943e-10
-0.141, 8.787e-10
-0.140, 8.638e-10
-0.139, 8.560e-10
-0.138, 8.468e-10
-0.137, 8.370e-10
-0.136, 8.222e-10
-0.135, 8.096e-10
-0.134, 8.013e-10
-0.133, 7.917e-10
-0.132, 7.823e-10
-0.131, 7.697e-10
-0.130, 7.572e-10
-0.129, 7.497e-10
-0.128, 7.411e-10
-0.127, 7.301e-10
-0.126, 7.192e-10
-0.125, 7.087e-10
-0.124, 6.995e-10
-0.123, 6.937e-10
-0.122, 6.828e-10
-0.121, 6.708e-10
-0.120, 6.589e-10
-0.119, 6.513e-10
-0.118, 6.441e-10
-0.117, 6.348e-10
-0.116, 6.222e-10
-0.115, 6.072e-10
-0.114, 6.009e-10
-0.113, 5.937e-10
-0.112, 5.852e-10
-0.111, 5.703e-10
-0.110, 5.620e-10
-0.109, 5.528e-10
-0.108, 5.436e-10
-0.107, 5.387e-10
-0.106, 5.255e-10
-0.105, 5.147e-10
-0.104, 5.094e-10
-0.103, 5.007e-10
-0.102, 4.921e-10
-0.101, 4.828e-10
-0.100, 4.705e-10
-0.099, 4.672e-10
-0.098, 4.601e-10
-0.097, 4.534e-10
-0.096, 4.425e-10
-0.095, 4.316e-10
-0.094, 4.256e-10
-0.093, 4.197e-10
-0.092, 4.111e-10
-0.091, 4.026e-10
-0.090, 3.903e-10
-0.089, 3.840e-10
-0.088, 3.789e-10
-0.087, 3.705e-10
-0.086, 3.604e-10
-0.085, 3.502e-10
-0.084, 3.428e-10
-0.083, 3.387e-10
-0.082, 3.312e-10
-0.081, 3.217e-10
-0.080, 3.119e-10
-0.079, 3.031e-10
-0.078, 2.996e-10
-0.077, 2.906e-10
-0.076, 2.788e-10
-0.075, 2.724e-10
-0.074, 2.646e-10
-0.073, 2.594e-10
-0.072, 2.540e-10
-0.071, 2.429e-10
-0.070, 2.340e-10
-0.069, 2.279e-10
-0.068, 2.217e-10
-0.067, 2.180e-10
-0.066, 2.060e-10
-0.065, 1.935e-10
-0.064, 1.899e-10
-0.063, 1.835e-10
-0.062, 1.790e-10
-0.061, 1.679e-10
