May 25, 2023   21:06:22
Amperometric i-t Curve
File: c:/users/mapence2/desktop/data/2023_05_24\expt5\mix_3\it_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CA
Note: 

Init E (V) = 0.7
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, -3.330e-10
2.000e-1, -3.286e-10
3.000e-1, -3.247e-10
4.000e-1, -3.212e-10
5.000e-1, -3.179e-10
6.000e-1, -3.148e-10
7.000e-1, -3.121e-10
8.000e-1, -3.094e-10
9.000e-1, -3.069e-10
1.000e+0, -3.046e-10
1.100e+0, -3.023e-10
1.200e+0, -3.002e-10
1.300e+0, -2.983e-10
1.400e+0, -2.965e-10
1.500e+0, -2.947e-10
1.600e+0, -2.929e-10
1.700e+0, -2.912e-10
1.800e+0, -2.896e-10
1.900e+0, -2.879e-10
2.000e+0, -2.864e-10
2.100e+0, -2.850e-10
2.200e+0, -2.834e-10
2.300e+0, -2.821e-10
2.400e+0, -2.807e-10
2.500e+0, -2.794e-10
2.600e+0, -2.783e-10
2.700e+0, -2.772e-10
2.800e+0, -2.759e-10
2.900e+0, -2.748e-10
3.000e+0, -2.738e-10
3.100e+0, -2.728e-10
3.200e+0, -2.720e-10
3.300e+0, -2.712e-10
3.400e+0, -2.705e-10
3.500e+0, -2.698e-10
3.600e+0, -2.691e-10
3.700e+0, -2.684e-10
3.800e+0, -2.674e-10
3.900e+0, -2.668e-10
4.000e+0, -2.661e-10
4.100e+0, -2.656e-10
4.200e+0, -2.650e-10
4.300e+0, -2.644e-10
4.400e+0, -2.640e-10
4.500e+0, -2.637e-10
4.600e+0, -2.633e-10
4.700e+0, -2.629e-10
4.800e+0, -2.624e-10
4.900e+0, -2.620e-10
5.000e+0, -2.616e-10
5.100e+0, -2.611e-10
5.200e+0, -2.606e-10
5.300e+0, -2.601e-10
5.400e+0, -2.596e-10
5.500e+0, -2.591e-10
5.600e+0, -2.586e-10
5.700e+0, -2.581e-10
5.800e+0, -2.576e-10
5.900e+0, -2.572e-10
6.000e+0, -2.568e-10
6.100e+0, -2.565e-10
6.200e+0, -2.563e-10
6.300e+0, -2.561e-10
6.400e+0, -2.559e-10
6.500e+0, -2.560e-10
6.600e+0, -2.560e-10
6.700e+0, -2.561e-10
6.800e+0, -2.559e-10
6.900e+0, -2.557e-10
7.000e+0, -2.555e-10
7.100e+0, -2.552e-10
7.200e+0, -2.549e-10
7.300e+0, -2.545e-10
7.400e+0, -2.540e-10
7.500e+0, -2.534e-10
7.600e+0, -2.529e-10
7.700e+0, -2.523e-10
7.800e+0, -2.518e-10
7.900e+0, -2.513e-10
8.000e+0, -2.509e-10
8.100e+0, -2.504e-10
8.200e+0, -2.500e-10
8.300e+0, -2.495e-10
8.400e+0, -2.492e-10
8.500e+0, -2.489e-10
