May 24, 2023   16:56:54
Amperometric i-t Curve
File: c:/users/mapence2/desktop/data/2023_05_24\expt1\mix_2\it_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CA
Note: 

Init E (V) = 0.7
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, -1.676e-10
2.000e-1, -1.648e-10
3.000e-1, -1.623e-10
4.000e-1, -1.600e-10
5.000e-1, -1.578e-10
6.000e-1, -1.559e-10
7.000e-1, -1.540e-10
8.000e-1, -1.522e-10
9.000e-1, -1.505e-10
1.000e+0, -1.490e-10
1.100e+0, -1.475e-10
1.200e+0, -1.461e-10
1.300e+0, -1.447e-10
1.400e+0, -1.435e-10
1.500e+0, -1.419e-10
1.600e+0, -1.411e-10
1.700e+0, -1.402e-10
1.800e+0, -1.392e-10
1.900e+0, -1.384e-10
2.000e+0, -1.375e-10
2.100e+0, -1.363e-10
2.200e+0, -1.356e-10
2.300e+0, -1.347e-10
2.400e+0, -1.342e-10
2.500e+0, -1.334e-10
2.600e+0, -1.328e-10
2.700e+0, -1.321e-10
2.800e+0, -1.315e-10
2.900e+0, -1.309e-10
3.000e+0, -1.303e-10
3.100e+0, -1.297e-10
3.200e+0, -1.291e-10
3.300e+0, -1.286e-10
3.400e+0, -1.281e-10
3.500e+0, -1.277e-10
3.600e+0, -1.271e-10
3.700e+0, -1.267e-10
3.800e+0, -1.262e-10
3.900e+0, -1.258e-10
4.000e+0, -1.253e-10
4.100e+0, -1.250e-10
4.200e+0, -1.246e-10
4.300e+0, -1.241e-10
4.400e+0, -1.238e-10
4.500e+0, -1.235e-10
4.600e+0, -1.231e-10
4.700e+0, -1.227e-10
4.800e+0, -1.224e-10
4.900e+0, -1.221e-10
5.000e+0, -1.218e-10
5.100e+0, -1.215e-10
5.200e+0, -1.212e-10
5.300e+0, -1.209e-10
5.400e+0, -1.206e-10
5.500e+0, -1.204e-10
5.600e+0, -1.201e-10
5.700e+0, -1.199e-10
5.800e+0, -1.196e-10
5.900e+0, -1.194e-10
6.000e+0, -1.192e-10
6.100e+0, -1.188e-10
6.200e+0, -1.187e-10
6.300e+0, -1.185e-10
6.400e+0, -1.182e-10
6.500e+0, -1.182e-10
6.600e+0, -1.179e-10
6.700e+0, -1.178e-10
6.800e+0, -1.176e-10
6.900e+0, -1.174e-10
7.000e+0, -1.171e-10
7.100e+0, -1.170e-10
7.200e+0, -1.169e-10
7.300e+0, -1.168e-10
7.400e+0, -1.166e-10
7.500e+0, -1.165e-10
7.600e+0, -1.163e-10
7.700e+0, -1.162e-10
7.800e+0, -1.161e-10
7.900e+0, -1.159e-10
8.000e+0, -1.159e-10
8.100e+0, -1.157e-10
8.200e+0, -1.156e-10
8.300e+0, -1.154e-10
8.400e+0, -1.153e-10
8.500e+0, -1.151e-10
8.600e+0, -1.150e-10
8.700e+0, -1.148e-10
8.800e+0, -1.147e-10
8.900e+0, -1.146e-10
9.000e+0, -1.145e-10
9.100e+0, -1.144e-10
9.200e+0, -1.142e-10
