May 24, 2023   18:49:25
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt1\mix_7\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, 2.627e-12
0.001, 2.084e-12
0.002, 1.678e-12
0.003, 1.379e-12
0.004, 1.252e-12
0.005, 1.071e-12
0.006, 1.003e-12
0.007, 7.884e-13
0.008, 6.348e-13
0.009, 5.167e-13
0.010, 4.395e-13
0.011, 2.946e-13
0.012, 2.079e-13
0.013, 1.323e-13
0.014, 2.205e-14
0.015, -1.678e-13
0.016, -2.930e-13
0.017, -4.418e-13
0.018, -4.505e-13
0.019, -4.182e-13
0.020, -5.434e-13
0.021, -7.183e-13
0.022, -6.734e-13
0.023, -7.655e-13
0.024, -1.022e-12
0.025, -9.758e-13
0.026, -1.106e-12
0.027, -1.437e-12
0.028, -1.341e-12
0.029, -1.199e-12
0.030, -1.307e-12
0.031, -1.408e-12
0.032, -1.363e-12
0.033, -1.370e-12
0.034, -1.370e-12
0.035, -1.513e-12
0.036, -1.639e-12
0.037, -1.758e-12
0.038, -1.793e-12
0.039, -1.735e-12
0.040, -1.943e-12
0.041, -1.999e-12
0.042, -1.953e-12
0.043, -2.035e-12
0.044, -2.219e-12
0.045, -2.293e-12
0.046, -2.271e-12
0.047, -2.360e-12
0.048, -2.472e-12
0.049, -2.538e-12
0.050, -2.389e-12
0.051, -2.434e-12
0.052, -2.527e-12
0.053, -2.653e-12
0.054, -2.710e-12
0.055, -2.746e-12
0.056, -2.769e-12
0.057, -2.829e-12
0.058, -2.935e-12
0.059, -2.998e-12
0.060, -3.058e-12
0.061, -3.147e-12
0.062, -3.172e-12
0.063, -3.239e-12
0.064, -3.343e-12
0.065, -3.388e-12
0.066, -3.466e-12
0.067, -3.402e-12
0.068, -3.460e-12
0.069, -3.607e-12
0.070, -3.716e-12
0.071, -3.703e-12
0.072, -3.785e-12
0.073, -3.873e-12
0.074, -3.979e-12
0.075, -4.075e-12
0.076, -4.078e-12
0.077, -4.056e-12
0.078, -4.119e-12
0.079, -4.227e-12
0.080, -4.263e-12
0.081, -4.346e-12
0.082, -4.436e-12
0.083, -4.462e-12
0.084, -4.559e-12
0.085, -4.519e-12
0.086, -4.563e-12
0.087, -4.752e-12
0.088, -4.846e-12
0.089, -4.874e-12
0.090, -4.940e-12
0.091, -4.992e-12
0.092, -5.104e-12
0.093, -5.223e-12
0.094, -5.423e-12
0.095, -5.450e-12
0.096, -5.526e-12
0.097, -5.456e-12
0.098, -5.386e-12
0.099, -5.546e-12
0.100, -5.526e-12
0.101, -5.714e-12
0.102, -5.775e-12
0.103, -5.733e-12
0.104, -5.858e-12
0.105, -5.899e-12
0.106, -6.060e-12
0.107, -6.231e-12
0.108, -6.238e-12
0.109, -6.116e-12
0.110, -6.243e-12
0.111, -6.350e-12
0.112, -6.249e-12
0.113, -6.255e-12
0.114, -6.408e-12
0.115, -6.528e-12
0.116, -6.562e-12
0.117, -6.608e-12
0.118, -6.884e-12
0.119, -7.113e-12
0.120, -6.951e-12
0.121, -6.980e-12
0.122, -7.010e-12
0.123, -7.034e-12
0.124, -7.139e-12
0.125, -7.228e-12
0.126, -7.304e-12
0.127, -7.391e-12
0.128, -7.469e-12
0.129, -7.540e-12
0.130, -7.602e-12
0.131, -7.649e-12
0.132, -7.689e-12
0.133, -7.733e-12
0.134, -7.902e-12
0.135, -8.129e-12
0.136, -8.239e-12
0.137, -8.188e-12
0.138, -8.202e-12
0.139, -8.291e-12
0.140, -8.385e-12
0.141, -8.500e-12
0.142, -8.599e-12
0.143, -8.708e-12
0.144, -8.757e-12
0.145, -8.906e-12
0.146, -8.973e-12
0.147, -9.075e-12
0.148, -9.038e-12
0.149, -9.337e-12
0.150, -9.665e-12
0.151, -9.473e-12
0.152, -9.584e-12
0.153, -9.442e-12
0.154, -9.717e-12
0.155, -9.874e-12
0.156, -9.783e-12
0.157, -9.747e-12
0.158, -9.932e-12
0.159, -1.015e-11
0.160, -1.034e-11
0.161, -1.025e-11
0.162, -1.042e-11
0.163, -1.038e-11
0.164, -1.039e-11
0.165, -1.038e-11
0.166, -1.053e-11
0.167, -1.070e-11
0.168, -1.086e-11
0.169, -1.106e-11
0.170, -1.100e-11
0.171, -1.123e-11
0.172, -1.128e-11
0.173, -1.123e-11
0.174, -1.112e-11
0.175, -1.130e-11
0.176, -1.138e-11
0.177, -1.139e-11
0.178, -1.158e-11
0.179, -1.164e-11
0.180, -1.174e-11
0.181, -1.178e-11
0.182, -1.190e-11
0.183, -1.199e-11
0.184, -1.218e-11
0.185, -1.228e-11
0.186, -1.232e-11
0.187, -1.244e-11
0.188, -1.254e-11
0.189, -1.263e-11
0.190, -1.287e-11
0.191, -1.288e-11
0.192, -1.293e-11
0.193, -1.317e-11
0.194, -1.317e-11
0.195, -1.326e-11
0.196, -1.368e-11
0.197, -1.369e-11
0.198, -1.369e-11
0.199, -1.368e-11
0.200, -1.376e-11
0.201, -1.402e-11
0.202, -1.406e-11
0.203, -1.399e-11
0.204, -1.401e-11
0.205, -1.422e-11
0.206, -1.451e-11
0.207, -1.467e-11
0.208, -1.452e-11
0.209, -1.458e-11
0.210, -1.462e-11
0.211, -1.479e-11
0.212, -1.489e-11
0.213, -1.503e-11
0.214, -1.519e-11
0.215, -1.516e-11
0.216, -1.528e-11
0.217, -1.550e-11
0.218, -1.550e-11
0.219, -1.556e-11
0.220, -1.574e-11
0.221, -1.588e-11
0.222, -1.591e-11
0.223, -1.600e-11
0.224, -1.611e-11
0.225, -1.623e-11
0.226, -1.647e-11
0.227, -1.654e-11
0.228, -1.656e-11
0.229, -1.663e-11
0.230, -1.676e-11
0.231, -1.685e-11
0.232, -1.731e-11
0.233, -1.728e-11
0.234, -1.753e-11
0.235, -1.773e-11
0.236, -1.777e-11
0.237, -1.781e-11
0.238, -1.782e-11
0.239, -1.791e-11
0.240, -1.793e-11
0.241, -1.803e-11
0.242, -1.823e-11
0.243, -1.836e-11
0.244, -1.845e-11
0.245, -1.858e-11
0.246, -1.868e-11
0.247, -1.879e-11
0.248, -1.896e-11
0.249, -1.922e-11
0.250, -1.939e-11
0.251, -1.948e-11
0.252, -1.970e-11
0.253, -1.980e-11
0.254, -2.005e-11
0.255, -2.046e-11
0.256, -2.027e-11
