,Filename,Concentration / mM,Potential Data,Current Data,Min Current / A,Max Current / A,Run
0,1_CV_1.txt,63.375,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-4.237e-12 -5.389e-12 -6.885e-12 ... -2.620e-11 -2.633e-11 -2.647e-11],-2.647e-11,2.695e-10,1
1,2_CV_1.txt,250.5,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-2.112e-11 -1.920e-11 -1.787e-11 ... -2.750e-11 -2.766e-11 -2.779e-11],-2.779e-11,3.288e-10,1
2,3_CV_1.txt,188.125,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-2.846e-11 -2.614e-11 -2.456e-11 ... -2.785e-11 -2.799e-11 -2.810e-11],-2.846e-11,2.733e-10,1
3,4_CV_1.txt,437.625,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-2.928e-11 -2.628e-11 -2.430e-11 ... -2.867e-11 -2.879e-11 -2.890e-11],-2.928e-11,3.423e-10,1
4,5_CV_1.txt,125.75,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-3.001e-11 -2.729e-11 -2.543e-11 ... -2.819e-11 -2.830e-11 -2.840e-11],-3.001e-11,2.172e-10,1
5,6_CV_1.txt,1.0,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-3.249e-11 -2.978e-11 -2.776e-11 ... -2.805e-11 -2.816e-11 -2.828e-11],-3.249e-11,1.187e-10,1
6,7_CV_1.txt,312.875,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-2.729e-11 -2.460e-11 -2.282e-11 ... -2.925e-11 -2.930e-11 -2.950e-11],-2.95e-11,2.907e-10,1
7,8_CV_1.txt,375.25,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-3.202e-11 -2.883e-11 -2.660e-11 ... -2.979e-11 -2.991e-11 -2.998e-11],-3.202e-11,2.907e-10,1
8,9_CV_1.txt,500.0,[0.    0.001 0.002 ... 0.003 0.002 0.001],[-3.296e-11 -2.956e-11 -2.712e-11 ... -2.957e-11 -2.969e-11 -2.983e-11],-3.296e-11,3.071e-10,1
