May 25, 2023   14:31:11
Amperometric i-t Curve
File: c:/users/mapence2/desktop/data/2023_05_24\expt3\mix_7\it_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CA
Note: 

Init E (V) = 0.7
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, -4.172e-10
2.000e-1, -4.120e-10
3.000e-1, -4.071e-10
4.000e-1, -4.027e-10
5.000e-1, -3.983e-10
6.000e-1, -3.947e-10
7.000e-1, -3.913e-10
8.000e-1, -3.879e-10
9.000e-1, -3.848e-10
1.000e+0, -3.821e-10
1.100e+0, -3.795e-10
1.200e+0, -3.773e-10
1.300e+0, -3.752e-10
1.400e+0, -3.730e-10
1.500e+0, -3.710e-10
1.600e+0, -3.693e-10
1.700e+0, -3.675e-10
1.800e+0, -3.662e-10
1.900e+0, -3.648e-10
2.000e+0, -3.637e-10
2.100e+0, -3.623e-10
2.200e+0, -3.611e-10
2.300e+0, -3.601e-10
2.400e+0, -3.588e-10
2.500e+0, -3.577e-10
2.600e+0, -3.567e-10
2.700e+0, -3.557e-10
2.800e+0, -3.548e-10
2.900e+0, -3.539e-10
3.000e+0, -3.530e-10
3.100e+0, -3.523e-10
3.200e+0, -3.516e-10
3.300e+0, -3.509e-10
3.400e+0, -3.503e-10
3.500e+0, -3.498e-10
3.600e+0, -3.492e-10
3.700e+0, -3.486e-10
3.800e+0, -3.481e-10
3.900e+0, -3.476e-10
4.000e+0, -3.470e-10
4.100e+0, -3.463e-10
4.200e+0, -3.457e-10
4.300e+0, -3.451e-10
4.400e+0, -3.445e-10
4.500e+0, -3.439e-10
4.600e+0, -3.434e-10
4.700e+0, -3.428e-10
4.800e+0, -3.423e-10
4.900e+0, -3.417e-10
5.000e+0, -3.411e-10
5.100e+0, -3.406e-10
5.200e+0, -3.401e-10
5.300e+0, -3.396e-10
5.400e+0, -3.390e-10
5.500e+0, -3.384e-10
5.600e+0, -3.378e-10
5.700e+0, -3.373e-10
5.800e+0, -3.366e-10
5.900e+0, -3.360e-10
6.000e+0, -3.354e-10
6.100e+0, -3.347e-10
6.200e+0, -3.342e-10
6.300e+0, -3.335e-10
6.400e+0, -3.329e-10
6.500e+0, -3.324e-10
6.600e+0, -3.318e-10
6.700e+0, -3.312e-10
6.800e+0, -3.306e-10
6.900e+0, -3.301e-10
7.000e+0, -3.296e-10
7.100e+0, -3.291e-10
7.200e+0, -3.285e-10
7.300e+0, -3.280e-10
7.400e+0, -3.274e-10
7.500e+0, -3.268e-10
7.600e+0, -3.263e-10
7.700e+0, -3.258e-10
7.800e+0, -3.253e-10
7.900e+0, -3.249e-10
8.000e+0, -3.244e-10
8.100e+0, -3.239e-10
8.200e+0, -3.235e-10
8.300e+0, -3.230e-10
8.400e+0, -3.226e-10
8.500e+0, -3.221e-10
8.600e+0, -3.217e-10
8.700e+0, -3.212e-10
8.800e+0, -3.207e-10
8.900e+0, -3.203e-10
9.000e+0, -3.199e-10
9.100e+0, -3.195e-10
9.200e+0, -3.191e-10
9.300e+0, -3.187e-10
9.400e+0, -3.183e-10
9.500e+0, -3.179e-10
9.600e+0, -3.176e-10
9.700e+0, -3.172e-10
9.800e+0, -3.168e-10
9.900e+0, -3.165e-10
1.000e+1, -3.161e-10
1.010e+1, -3.157e-10
1.020e+1, -3.154e-10
1.030e+1, -3.151e-10
1.040e+1, -3.148e-10
1.050e+1, -3.144e-10
1.060e+1, -3.142e-10
1.070e+1, -3.138e-10
1.080e+1, -3.135e-10
1.090e+1, -3.131e-10
1.100e+1, -3.128e-10
1.110e+1, -3.126e-10
1.120e+1, -3.123e-10
1.130e+1, -3.119e-10
1.140e+1, -3.117e-10
1.150e+1, -3.115e-10
1.160e+1, -3.112e-10
1.170e+1, -3.109e-10
1.180e+1, -3.106e-10
1.190e+1, -3.103e-10
1.200e+1, -3.101e-10
1.210e+1, -3.098e-10
1.220e+1, -3.095e-10
1.230e+1, -3.091e-10
1.240e+1, -3.088e-10
1.250e+1, -3.084e-10
1.260e+1, -3.080e-10
1.270e+1, -3.077e-10
1.280e+1, -3.072e-10
1.290e+1, -3.070e-10
1.300e+1, -3.067e-10
1.310e+1, -3.064e-10
1.320e+1, -3.060e-10
1.330e+1, -3.057e-10
1.340e+1, -3.053e-10
1.350e+1, -3.050e-10
1.360e+1, -3.046e-10
1.370e+1, -3.043e-10
1.380e+1, -3.040e-10
1.390e+1, -3.036e-10
1.400e+1, -3.034e-10
1.410e+1, -3.030e-10
1.420e+1, -3.027e-10
1.430e+1, -3.023e-10
1.440e+1, -3.020e-10
1.450e+1, -3.018e-10
1.460e+1, -3.015e-10
1.470e+1, -3.013e-10
1.480e+1, -3.010e-10
1.490e+1, -3.009e-10
1.500e+1, -3.006e-10
1.510e+1, -3.002e-10
1.520e+1, -2.999e-10
1.530e+1, -2.997e-10
1.540e+1, -2.994e-10
1.550e+1, -2.992e-10
1.560e+1, -2.989e-10
1.570e+1, -2.987e-10
1.580e+1, -2.984e-10
1.590e+1, -2.982e-10
1.600e+1, -2.979e-10
1.610e+1, -2.976e-10
1.620e+1, -2.974e-10
1.630e+1, -2.972e-10
1.640e+1, -2.970e-10
1.650e+1, -2.968e-10
1.660e+1, -2.967e-10
1.670e+1, -2.965e-10
1.680e+1, -2.962e-10
1.690e+1, -2.960e-10
1.700e+1, -2.958e-10
1.710e+1, -2.956e-10
1.720e+1, -2.953e-10
1.730e+1, -2.952e-10
1.740e+1, -2.949e-10
1.750e+1, -2.947e-10
1.760e+1, -2.946e-10
1.770e+1, -2.943e-10
1.780e+1, -2.941e-10
1.790e+1, -2.940e-10
1.800e+1, -2.937e-10
1.810e+1, -2.935e-10
1.820e+1, -2.935e-10
1.830e+1, -2.932e-10
1.840e+1, -2.931e-10
1.850e+1, -2.929e-10
1.860e+1, -2.928e-10
1.870e+1, -2.925e-10
1.880e+1, -2.924e-10
1.890e+1, -2.922e-10
1.900e+1, -2.920e-10
1.910e+1, -2.918e-10
1.920e+1, -2.917e-10
1.930e+1, -2.916e-10
1.940e+1, -2.915e-10
1.950e+1, -2.913e-10
1.960e+1, -2.912e-10
1.970e+1, -2.911e-10
1.980e+1, -2.910e-10
1.990e+1, -2.908e-10
2.000e+1, -2.907e-10
2.010e+1, -2.906e-10
2.020e+1, -2.904e-10
2.030e+1, -2.902e-10
2.040e+1, -2.901e-10
2.050e+1, -2.900e-10
2.060e+1, -2.898e-10
2.070e+1, -2.897e-10
2.080e+1, -2.895e-10
2.090e+1, -2.894e-10
2.100e+1, -2.893e-10
2.110e+1, -2.892e-10
2.120e+1, -2.890e-10
2.130e+1, -2.889e-10
2.140e+1, -2.889e-10
2.150e+1, -2.886e-10
2.160e+1, -2.884e-10
2.170e+1, -2.883e-10
2.180e+1, -2.882e-10
2.190e+1, -2.881e-10
2.200e+1, -2.879e-10
2.210e+1, -2.878e-10
2.220e+1, -2.878e-10
2.230e+1, -2.876e-10
2.240e+1, -2.876e-10
2.250e+1, -2.875e-10
2.260e+1, -2.875e-10
2.270e+1, -2.874e-10
2.280e+1, -2.873e-10
2.290e+1, -2.872e-10
2.300e+1, -2.871e-10
2.310e+1, -2.870e-10
2.320e+1, -2.868e-10
2.330e+1, -2.867e-10
2.340e+1, -2.866e-10
2.350e+1, -2.865e-10
2.360e+1, -2.864e-10
2.370e+1, -2.863e-10
2.380e+1, -2.861e-10
2.390e+1, -2.860e-10
2.400e+1, -2.858e-10
2.410e+1, -2.858e-10
2.420e+1, -2.857e-10
2.430e+1, -2.857e-10
2.440e+1, -2.856e-10
2.450e+1, -2.855e-10
2.460e+1, -2.855e-10
2.470e+1, -2.855e-10
2.480e+1, -2.854e-10
2.490e+1, -2.854e-10
2.500e+1, -2.854e-10
2.510e+1, -2.853e-10
2.520e+1, -2.852e-10
2.530e+1, -2.852e-10
2.540e+1, -2.851e-10
2.550e+1, -2.850e-10
2.560e+1, -2.850e-10
2.570e+1, -2.849e-10
2.580e+1, -2.849e-10
2.590e+1, -2.849e-10
2.600e+1, -2.849e-10
2.610e+1, -2.848e-10
2.620e+1, -2.848e-10
2.630e+1, -2.847e-10
2.640e+1, -2.847e-10
2.650e+1, -2.846e-10
2.660e+1, -2.846e-10
2.670e+1, -2.845e-10
2.680e+1, -2.845e-10
2.690e+1, -2.844e-10
2.700e+1, -2.845e-10
2.710e+1, -2.844e-10
2.720e+1, -2.844e-10
2.730e+1, -2.845e-10
2.740e+1, -2.845e-10
2.750e+1, -2.845e-10
2.760e+1, -2.846e-10
2.770e+1, -2.846e-10
2.780e+1, -2.846e-10
2.790e+1, -2.846e-10
2.800e+1, -2.847e-10
2.810e+1, -2.847e-10
2.820e+1, -2.848e-10
2.830e+1, -2.848e-10
2.840e+1, -2.849e-10
2.850e+1, -2.850e-10
2.860e+1, -2.850e-10
2.870e+1, -2.850e-10
2.880e+1, -2.850e-10
2.890e+1, -2.850e-10
2.900e+1, -2.849e-10
2.910e+1, -2.850e-10
2.920e+1, -2.849e-10
2.930e+1, -2.849e-10
2.940e+1, -2.848e-10
2.950e+1, -2.847e-10
2.960e+1, -2.847e-10
2.970e+1, -2.846e-10
2.980e+1, -2.847e-10
2.990e+1, -2.846e-10
3.000e+1, -2.846e-10
