May 25, 2023   21:28:23
Cyclic Voltammetry
File: c:/users/mapence2/desktop/data/2023_05_24\expt5\mix_4\cv_1.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: CV
Note: 

Init E (V) = 0
High E (V) = 0.7
Low E (V) = 0
Final E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 3
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-9

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Potential/V, Current/A

0.000, 1.638e-11
0.001, 1.362e-11
0.002, 1.179e-11
0.003, 1.036e-11
0.004, 9.204e-12
0.005, 8.176e-12
0.006, 7.157e-12
0.007, 6.421e-12
0.008, 6.049e-12
0.009, 5.716e-12
0.010, 5.250e-12
0.011, 4.792e-12
0.012, 4.414e-12
0.013, 4.127e-12
0.014, 3.791e-12
0.015, 3.543e-12
0.016, 3.270e-12
0.017, 2.979e-12
0.018, 2.815e-12
0.019, 2.606e-12
0.020, 2.386e-12
0.021, 2.248e-12
0.022, 2.100e-12
0.023, 2.021e-12
0.024, 1.919e-12
0.025, 1.731e-12
0.026, 1.622e-12
0.027, 1.399e-12
0.028, 1.326e-12
0.029, 1.128e-12
0.030, 9.238e-13
0.031, 1.023e-12
0.032, 1.029e-12
0.033, 9.837e-13
0.034, 9.727e-13
0.035, 8.482e-13
0.036, 7.049e-13
0.037, 6.277e-13
0.038, 6.498e-13
0.039, 5.017e-13
0.040, 6.041e-13
0.041, 5.214e-13
0.042, 5.174e-13
0.043, 4.733e-13
0.044, 4.907e-13
0.045, 4.143e-13
0.046, 4.245e-13
0.047, 4.631e-13
0.048, 3.702e-13
0.049, 3.402e-13
0.050, 3.064e-13
0.051, 2.394e-13
0.052, 7.797e-14
0.053, 7.640e-14
0.054, 5.434e-14
0.055, 3.938e-15
0.056, -4.804e-14
0.057, -7.403e-14
0.058, -7.640e-14
0.059, -1.473e-13
0.060, -1.536e-13
0.061, -1.071e-13
0.062, -1.016e-13
0.063, -1.662e-13
0.064, -1.796e-13
0.065, -2.875e-13
0.066, -3.536e-13
0.067, -5.111e-13
0.068, -4.828e-13
0.069, -5.174e-13
